outcome,innings,team_wkts,team_score,team_lead,bat_score,bat_balls,bat_avg,bowl_balls,bowl_runs,bowl_wkts,bowl_avg
0,1,5,232,232,3,14,31.2,65,34,1,25.04
1,1,5,232,232,95,155,63.24,84,47,1,42.28
0,1,5,233,233,3,15,31.2,85,48,1,42.28
0,1,5,233,233,3,16,31.2,86,48,1,42.28
0,1,5,233,233,3,17,31.2,87,48,1,42.28
0,1,5,233,233,3,18,31.2,88,48,1,42.28
0,1,5,233,233,3,19,31.2,89,48,1,42.28
1,1,5,233,233,96,156,63.24,66,34,1,25.04
1,1,5,234,234,3,20,31.2,67,35,1,25.04
1,1,5,235,235,97,157,63.24,68,36,1,25.04
0,1,5,236,236,4,21,31.2,69,37,1,25.04
0,1,5,236,236,4,22,31.2,70,37,1,25.04
1w,1,5,236,236,98,158,63.24,90,48,1,42.28
0,1,5,237,237,4,23,31.2,71,37,1,25.04
1,1,5,237,237,98,158,63.24,91,49,1,42.28
1,1,5,238,238,4,24,31.2,92,50,1,42.28
2,1,5,239,239,99,159,63.24,93,51,1,42.28
0,1,5,241,241,101,160,63.24,94,53,1,42.28
0,1,5,241,241,101,161,63.24,95,53,1,42.28
0,1,5,241,241,101,162,63.24,96,53,1,42.28
0,1,5,241,241,5,25,31.2,72,37,1,25.04
0,1,5,241,241,5,26,31.2,73,37,1,25.04
0,1,5,241,241,5,27,31.2,74,37,1,25.04
4,1,5,241,241,5,28,31.2,75,37,1,25.04
0,1,5,245,245,9,29,31.2,76,41,1,25.04
0,1,5,245,245,9,30,31.2,77,41,1,25.04
1,1,5,245,245,101,163,63.24,96,47,3,28.67
0,1,5,246,246,9,31,31.2,97,48,3,28.67
0,1,5,246,246,9,32,31.2,98,48,3,28.67
0,1,5,246,246,9,33,31.2,99,48,3,28.67
0,1,5,246,246,9,34,31.2,100,48,3,28.67
0,1,5,246,246,9,35,31.2,101,48,3,28.67
0,1,5,246,246,102,164,63.24,78,41,1,25.04
0,1,5,246,246,102,165,63.24,79,41,1,25.04
1,1,5,246,246,102,166,63.24,80,41,1,25.04
0,1,5,247,247,9,36,31.2,81,42,1,25.04
0,1,5,247,247,9,37,31.2,82,42,1,25.04
0,1,5,247,247,9,38,31.2,83,42,1,25.04
0,1,5,247,247,103,167,63.24,102,48,3,28.67
4,1,5,247,247,103,168,63.24,103,48,3,28.67
1,1,5,251,251,107,169,63.24,104,52,3,28.67
0,1,5,252,252,9,39,31.2,105,53,3,28.67
0,1,5,252,252,9,40,31.2,106,53,3,28.67
0,1,5,252,252,9,41,31.2,107,53,3,28.67
1,1,5,252,252,108,170,63.24,84,42,1,25.04
0,1,5,253,253,9,42,31.2,85,43,1,25.04
4,1,5,253,253,9,43,31.2,86,43,1,25.04
0,1,5,257,257,13,44,31.2,87,47,1,25.04
1,1,5,257,257,13,45,31.2,88,47,1,25.04
0,1,5,258,258,109,171,63.24,89,48,1,25.04
4,1,5,258,258,14,46,31.2,48,36,0,32.22
1,1,5,262,262,18,47,31.2,49,40,0,32.22
4,1,5,263,263,109,172,63.24,50,41,0,32.22
1nb,1,5,267,267,113,173,63.24,51,45,0,32.22
4,1,5,268,268,113,173,63.24,52,46,0,32.22
0,1,5,272,272,117,174,63.24,53,50,0,32.22
1nb,1,5,272,272,117,175,63.24,90,48,1,25.04
1,1,5,273,273,117,175,63.24,54,50,0,32.22
0,1,5,274,274,118,176,63.24,91,49,1,25.04
0,1,5,274,274,118,177,63.24,92,49,1,25.04
0,1,5,274,274,118,178,63.24,93,49,1,25.04
1,1,5,274,274,118,179,63.24,94,49,1,25.04
1,1,5,275,275,19,48,31.2,95,50,1,25.04
1,1,5,276,276,119,180,63.24,96,51,1,25.04
0,1,5,277,277,120,181,63.24,55,51,0,32.22
0,1,5,277,277,120,182,63.24,56,51,0,32.22
1,1,5,277,277,120,183,63.24,57,51,0,32.22
2nb,1,5,278,278,20,49,31.2,58,52,0,32.22
0,1,5,280,280,21,49,31.2,59,54,0,32.22
0,1,5,280,280,121,184,63.24,60,54,0,32.22
4,1,5,280,280,121,185,63.24,61,54,0,32.22
1,1,5,284,284,21,50,31.2,97,52,1,25.04
0,1,5,285,285,125,186,63.24,98,53,1,25.04
0,1,5,285,285,125,187,63.24,99,53,1,25.04
0,1,5,285,285,125,188,63.24,100,53,1,25.04
0,1,5,285,285,125,189,63.24,101,53,1,25.04
0,1,5,285,285,125,190,63.24,102,53,1,25.04
0,1,5,285,285,22,51,31.2,0,0,0,100
0,1,5,285,285,22,52,31.2,1,0,0,100
0,1,5,285,285,22,53,31.2,2,0,0,100
0,1,5,285,285,22,54,31.2,3,0,0,100
0,1,5,285,285,22,55,31.2,4,0,0,100
0,1,5,285,285,22,56,31.2,5,0,0,100
1,1,5,285,285,125,191,63.24,103,53,1,25.04
0,1,5,286,286,22,57,31.2,104,54,1,25.04
1,1,5,286,286,22,58,31.2,105,54,1,25.04
0,1,5,287,287,126,192,63.24,106,55,1,25.04
0,1,5,287,287,126,193,63.24,107,55,1,25.04
1,1,5,287,287,126,194,63.24,108,55,1,25.04
0,1,5,288,288,127,195,63.24,6,0,0,100
1,1,5,288,288,127,196,63.24,7,0,0,100
0,1,5,289,289,23,59,31.2,8,1,0,100
1,1,5,289,289,23,60,31.2,9,1,0,100
0,1,5,290,290,128,197,63.24,10,2,0,100
1,1,5,290,290,128,198,63.24,11,2,0,100
0,1,5,291,291,129,199,63.24,108,53,3,28.67
1,1,5,291,291,129,200,63.24,109,53,3,28.67
0,1,5,292,292,24,61,31.2,110,54,3,28.67
4,1,5,292,292,24,62,31.2,111,54,3,28.67
0,1,5,296,296,28,63,31.2,112,58,3,28.67
0,1,5,296,296,28,64,31.2,113,58,3,28.67
0,1,5,296,296,130,201,63.24,97,50,0,13.53
1,1,5,296,296,130,202,63.24,98,50,0,13.53
0,1,5,297,297,28,65,31.2,99,51,0,13.53
0,1,5,297,297,28,66,31.2,100,51,0,13.53
0,1,5,297,297,28,67,31.2,101,51,0,13.53
0,1,5,297,297,28,68,31.2,102,51,0,13.53
2,1,5,297,297,131,203,63.24,114,58,3,28.67
0,1,5,299,299,133,204,63.24,115,60,3,28.67
4,1,5,299,299,133,205,63.24,116,60,3,28.67
1,1,5,303,303,137,206,63.24,117,64,3,28.67
1,1,5,304,304,28,69,31.2,118,65,3,28.67
0,1,5,305,305,138,207,63.24,119,66,3,28.67
2,1,5,305,305,29,70,31.2,103,51,0,13.53
1,1,5,307,307,31,71,31.2,104,53,0,13.53
1,1,5,308,308,138,208,63.24,105,54,0,13.53
0,1,5,309,309,32,72,31.2,106,55,0,13.53
0,1,5,309,309,32,73,31.2,107,55,0,13.53
0,1,5,309,309,32,74,31.2,108,55,0,13.53
0,1,5,309,309,139,209,63.24,120,66,3,28.67
0,1,5,309,309,139,210,63.24,121,66,3,28.67
0,1,5,309,309,139,211,63.24,122,66,3,28.67
0,1,5,309,309,139,212,63.24,123,66,3,28.67
2,1,5,309,309,139,213,63.24,124,66,3,28.67
2,1,5,311,311,141,214,63.24,125,68,3,28.67
0,1,5,313,313,32,75,31.2,109,55,0,13.53
4,1,5,313,313,32,76,31.2,110,55,0,13.53
0,1,5,317,317,36,77,31.2,111,59,0,13.53
0,1,5,317,317,36,78,31.2,112,59,0,13.53
0,1,5,317,317,36,79,31.2,113,59,0,13.53
0,1,5,317,317,36,80,31.2,114,59,0,13.53
0,1,5,317,317,143,215,63.24,126,70,3,28.67
0,1,5,317,317,143,216,63.24,127,70,3,28.67
0,1,5,317,317,143,217,63.24,128,70,3,28.67
0,1,5,317,317,143,218,63.24,129,70,3,28.67
0,1,5,317,317,143,219,63.24,130,70,3,28.67
1,1,5,317,317,143,220,63.24,131,70,3,28.67
0,1,5,318,318,144,221,63.24,97,53,1,42.28
0,1,5,318,318,144,222,63.24,98,53,1,42.28
0,1,5,318,318,144,223,63.24,99,53,1,42.28
0,1,5,318,318,144,224,63.24,100,53,1,42.28
0,1,5,318,318,144,225,63.24,101,53,1,42.28
0,1,5,318,318,144,226,63.24,102,53,1,42.28
0,1,5,318,318,36,81,31.2,132,71,3,28.67
1,1,5,318,318,36,82,31.2,133,71,3,28.67
0,1,5,319,319,144,227,63.24,134,72,3,28.67
1,1,5,319,319,144,228,63.24,135,72,3,28.67
0,1,5,320,320,37,83,31.2,136,73,3,28.67
1,1,5,320,320,37,84,31.2,137,73,3,28.67
0,1,5,321,321,38,85,31.2,103,53,1,42.28
0,1,5,321,321,38,86,31.2,104,53,1,42.28
4,1,5,321,321,38,87,31.2,105,53,1,42.28
0,1,5,325,325,42,88,31.2,106,57,1,42.28
0,1,5,325,325,42,89,31.2,107,57,1,42.28
0,1,5,325,325,42,90,31.2,108,57,1,42.28
1,1,5,325,325,145,229,63.24,62,58,0,32.22
0,1,5,326,326,42,91,31.2,63,59,0,32.22
4,1,5,326,326,42,92,31.2,64,59,0,32.22
3,1,5,330,330,46,93,31.2,65,63,0,32.22
0,1,5,333,333,146,230,63.24,66,66,0,32.22
1,1,5,333,333,146,231,63.24,109,56,1,25.04
1,1,5,334,334,147,232,63.24,109,57,1,42.28
0,1,5,335,335,49,94,31.2,110,58,1,42.28
0,1,5,335,335,49,95,31.2,111,58,1,42.28
0,1,5,335,335,49,96,31.2,112,58,1,42.28
0,1,5,335,335,49,97,31.2,113,58,1,42.28
0,1,5,335,335,49,98,31.2,114,58,1,42.28
0,1,5,335,335,148,233,63.24,115,59,0,13.53
3,1,5,335,335,148,234,63.24,116,59,0,13.53
0,1,5,338,338,49,99,31.2,117,62,0,13.53
0,1,5,338,338,49,100,31.2,118,62,0,13.53
0,1,5,338,338,49,101,31.2,119,62,0,13.53
0,1,5,338,338,49,102,31.2,120,62,0,13.53
0,1,5,338,338,151,235,63.24,115,58,1,42.28
0,1,5,338,338,151,236,63.24,116,58,1,42.28
4,1,5,338,338,151,237,63.24,117,58,1,42.28
0,1,5,342,342,155,238,63.24,118,62,1,42.28
0,1,5,342,342,155,239,63.24,119,62,1,42.28
0,1,5,342,342,155,240,63.24,120,62,1,42.28
0,1,5,342,342,49,103,31.2,121,62,0,13.53
0,1,5,342,342,49,104,31.2,122,62,0,13.53
0,1,5,342,342,49,105,31.2,123,62,0,13.53
0,1,5,342,342,49,106,31.2,124,62,0,13.53
0,1,5,342,342,49,107,31.2,125,62,0,13.53
0,1,5,342,342,49,108,31.2,126,62,0,13.53
0,1,5,342,342,155,241,63.24,121,62,1,42.28
4,1,5,342,342,155,242,63.24,122,62,1,42.28
2,1,5,346,346,159,243,63.24,123,66,1,42.28
0,1,5,348,348,161,244,63.24,124,68,1,42.28
1,1,5,348,348,161,245,63.24,125,68,1,42.28
0,1,5,349,349,49,109,31.2,126,69,1,42.28
0,1,5,349,349,162,246,63.24,127,62,0,13.53
4,1,5,349,349,162,247,63.24,128,62,0,13.53
0,1,5,353,353,166,248,63.24,129,66,0,13.53
0,1,5,353,353,166,249,63.24,130,66,0,13.53
0,1,5,353,353,166,250,63.24,131,66,0,13.53
0,1,5,353,353,166,251,63.24,132,66,0,13.53
0,1,5,353,353,49,110,31.2,110,57,1,25.04
1,1,5,353,353,49,111,31.2,111,57,1,25.04
0,1,5,354,354,166,252,63.24,112,58,1,25.04
0,1,5,354,354,166,253,63.24,113,58,1,25.04
1,1,5,354,354,166,254,63.24,114,58,1,25.04
0,1,5,355,355,50,112,31.2,115,59,1,25.04
1,1,5,355,355,167,255,63.24,133,66,0,13.53
0,1,5,356,356,50,113,31.2,134,67,0,13.53
0,1,5,356,356,50,114,31.2,135,67,0,13.53
2,1,5,356,356,50,115,31.2,136,67,0,13.53
0,1,5,358,358,52,116,31.2,137,69,0,13.53
4,1,5,358,358,52,117,31.2,138,69,0,13.53
0,1,5,362,362,168,256,63.24,116,59,1,25.04
1,1,5,362,362,168,257,63.24,117,59,1,25.04
0,1,5,363,363,56,118,31.2,118,60,1,25.04
0,1,5,363,363,56,119,31.2,119,60,1,25.04
1,1,5,363,363,56,120,31.2,120,60,1,25.04
0,1,5,364,364,169,258,63.24,121,61,1,25.04
0,1,5,364,364,57,121,31.2,12,3,0,100
0,1,5,364,364,57,122,31.2,13,3,0,100
0,1,5,364,364,57,123,31.2,14,3,0,100
1,1,5,364,364,57,124,31.2,15,3,0,100
4,1,5,365,365,169,259,63.24,16,4,0,100
0,1,5,369,369,173,260,63.24,17,8,0,100
W,1,5,369,369,58,125,31.2,127,69,1,42.28
0,1,6,369,369,0,0,19.53,128,69,2,42.28
4,1,6,369,369,0,1,19.53,129,69,2,42.28
0,1,6,373,373,4,2,19.53,130,73,2,42.28
0,1,6,373,373,4,3,19.53,131,73,2,42.28
0,1,6,373,373,4,4,19.53,132,73,2,42.28
6,1,6,373,373,173,261,63.24,122,61,1,25.04
0,1,6,379,379,179,262,63.24,123,67,1,25.04
0,1,6,379,379,179,263,63.24,124,67,1,25.04
1,1,6,379,379,179,264,63.24,125,67,1,25.04
0,1,6,380,380,4,5,19.53,126,68,1,25.04
1w,1,6,380,380,180,265,63.24,133,73,2,42.28
0,1,6,381,381,4,6,19.53,127,68,1,25.04
0,1,6,381,381,180,265,63.24,134,74,2,42.28
0,1,6,381,381,180,266,63.24,135,74,2,42.28
0,1,6,381,381,180,267,63.24,136,74,2,42.28
0,1,6,381,381,180,268,63.24,137,74,2,42.28
0,1,6,381,381,180,269,63.24,138,74,2,42.28
1,1,6,381,381,180,270,63.24,139,74,2,42.28
0,1,6,382,382,181,271,63.24,128,68,1,25.04
4,1,6,382,382,181,272,63.24,129,68,1,25.04
0,1,6,386,386,185,273,63.24,130,72,1,25.04
1,1,6,386,386,185,274,63.24,131,72,1,25.04
0,1,6,387,387,4,7,19.53,132,73,1,25.04
W,1,6,387,387,4,8,19.53,133,73,1,25.04
0,1,7,387,387,186,275,63.24,140,75,2,42.28
0,1,7,387,387,186,276,63.24,141,75,2,42.28
0,1,7,387,387,186,277,63.24,142,75,2,42.28
0,1,7,387,387,186,278,63.24,143,75,2,42.28
0,1,7,387,387,186,279,63.24,144,75,2,42.28
0,1,7,387,387,186,280,63.24,145,75,2,42.28
0,1,7,387,387,0,0,22.27,134,73,2,25.04
0,1,7,387,387,0,1,22.27,135,73,2,25.04
0,1,7,387,387,0,2,22.27,136,73,2,25.04
0,1,7,387,387,0,3,22.27,137,73,2,25.04
0,1,7,387,387,0,4,22.27,138,73,2,25.04
0,1,7,387,387,0,5,22.27,139,73,2,25.04
0,1,7,387,387,186,281,63.24,146,75,2,42.28
0,1,7,387,387,186,282,63.24,147,75,2,42.28
4,1,7,387,387,186,283,63.24,148,75,2,42.28
0,1,7,391,391,190,284,63.24,149,79,2,42.28
0,1,7,391,391,190,285,63.24,150,79,2,42.28
0,1,7,391,391,190,286,63.24,151,79,2,42.28
0,1,7,391,391,0,6,22.27,140,73,2,25.04
1,1,7,391,391,0,7,22.27,141,73,2,25.04
1,1,7,392,392,190,287,63.24,142,74,2,25.04
0,1,7,393,393,1,8,22.27,143,75,2,25.04
0,1,7,393,393,1,9,22.27,144,75,2,25.04
0,1,7,393,393,1,10,22.27,145,75,2,25.04
0,1,7,393,393,191,288,63.24,152,79,2,42.28
0,1,7,393,393,191,289,63.24,153,79,2,42.28
1w,1,7,393,393,191,290,63.24,154,79,2,42.28
0,1,7,394,394,191,290,63.24,155,80,2,42.28
0,1,7,394,394,191,291,63.24,156,80,2,42.28
0,1,7,394,394,191,292,63.24,157,80,2,42.28
0,1,7,394,394,191,293,63.24,158,80,2,42.28
1,1,7,394,394,1,11,22.27,146,75,2,25.04
0,1,7,395,395,191,294,63.24,147,76,2,25.04
0,1,7,395,395,191,295,63.24,148,76,2,25.04
0,1,7,395,395,191,296,63.24,149,76,2,25.04
0,1,7,395,395,191,297,63.24,150,76,2,25.04
0,1,7,395,395,191,298,63.24,151,76,2,25.04
0,1,7,395,395,2,12,22.27,159,80,2,42.28
0,1,7,395,395,2,13,22.27,160,80,2,42.28
0,1,7,395,395,2,14,22.27,161,80,2,42.28
0,1,7,395,395,2,15,22.27,162,80,2,42.28
4,1,7,395,395,2,16,22.27,163,80,2,42.28
0,1,7,399,399,6,17,22.27,164,84,2,42.28
6,1,7,399,399,191,299,63.24,152,76,2,25.04
0,1,7,405,405,197,300,63.24,153,82,2,25.04
0,1,7,405,405,197,301,63.24,154,82,2,25.04
1,1,7,405,405,197,302,63.24,155,82,2,25.04
0,1,7,406,406,6,18,22.27,156,83,2,25.04
0,1,7,406,406,6,19,22.27,157,83,2,25.04
0,1,7,406,406,198,303,63.24,165,84,2,42.28
0,1,7,406,406,198,304,63.24,166,84,2,42.28
1,1,7,406,406,198,305,63.24,167,84,2,42.28
0,1,7,407,407,6,20,22.27,168,85,2,42.28
0,1,7,407,407,6,21,22.27,169,85,2,42.28
0,1,7,407,407,6,22,22.27,170,85,2,42.28
0,1,7,407,407,199,306,63.24,138,74,3,28.67
2,1,7,407,407,199,307,63.24,139,74,3,28.67
0,1,7,409,409,201,308,63.24,140,76,3,28.67
0,1,7,409,409,201,309,63.24,141,76,3,28.67
0,1,7,409,409,201,310,63.24,142,76,3,28.67
4,1,7,409,409,201,311,63.24,143,76,3,28.67
0,1,7,413,413,6,23,22.27,0,0,0,52.15
2,1,7,413,413,6,24,22.27,1,0,0,52.15
0,1,7,415,415,8,25,22.27,2,2,0,52.15
0,1,7,415,415,8,26,22.27,3,2,0,52.15
0,1,7,415,415,8,27,22.27,4,2,0,52.15
0,1,7,415,415,8,28,22.27,5,2,0,52.15
0,1,7,415,415,205,312,63.24,144,80,3,28.67
1,1,7,415,415,205,313,63.24,145,80,3,28.67
4,1,7,416,416,8,29,22.27,146,81,3,28.67
4,1,7,420,420,12,30,22.27,147,85,3,28.67
4,1,7,424,424,16,31,22.27,148,89,3,28.67
4,1,7,428,428,20,32,22.27,149,93,3,28.67
1,1,7,432,432,206,314,63.24,6,2,0,52.15
0,1,7,433,433,24,33,22.27,7,3,0,52.15
1,1,7,433,433,24,34,22.27,8,3,0,52.15
4,1,7,434,434,207,315,63.24,9,4,0,52.15
W,1,7,438,438,211,316,63.24,10,8,0,52.15
1,1,8,438,438,0,0,11.8,11,8,1,52.15
0,1,8,439,439,1,1,11.8,139,73,0,13.53
0,1,8,439,439,1,2,11.8,140,73,0,13.53
4,1,8,439,439,1,3,11.8,141,73,0,13.53
0,1,8,443,443,5,4,11.8,142,77,0,13.53
4,1,8,443,443,5,5,11.8,143,77,0,13.53
0,1,8,447,447,9,6,11.8,144,81,0,13.53
0,1,8,447,447,25,35,22.27,12,9,1,52.15
6,1,8,447,447,25,36,22.27,13,9,1,52.15
1,1,8,453,453,31,37,22.27,14,15,1,52.15
1,1,8,454,454,9,7,11.8,15,16,1,52.15
4,1,8,455,455,32,38,22.27,16,17,1,52.15
4,1,8,459,459,36,39,22.27,17,21,1,52.15
0,1,8,463,463,10,8,11.8,145,81,0,13.53
1,1,8,463,463,10,9,11.8,146,81,0,13.53
0,1,8,464,464,40,40,22.27,147,82,0,13.53
0,1,8,464,464,40,41,22.27,148,82,0,13.53
6,1,8,464,464,40,42,22.27,149,82,0,13.53
2,1,8,470,470,46,43,22.27,150,88,0,13.53
0,1,8,472,472,11,10,11.8,18,25,1,52.15
1,1,8,472,472,11,11,11.8,19,25,1,52.15
0,1,8,473,473,48,44,22.27,20,26,1,52.15
0,1,8,473,473,48,45,22.27,21,26,1,52.15
1,1,8,473,473,48,46,22.27,22,26,1,52.15
1,1,8,474,474,12,12,11.8,23,27,1,52.15
1,1,8,475,475,13,13,11.8,151,90,0,13.53
0,1,8,476,476,49,47,22.27,152,91,0,13.53
1,1,8,476,476,49,48,22.27,153,91,0,13.53
0,1,8,477,477,14,14,11.8,154,92,0,13.53
0,1,8,477,477,14,15,11.8,155,92,0,13.53
0,1,8,477,477,14,16,11.8,156,92,0,13.53
1,1,8,477,477,50,49,22.27,24,28,1,52.15
1,1,8,478,478,14,17,11.8,25,29,1,52.15
0,1,8,479,479,51,50,22.27,26,30,1,52.15
0,1,8,479,479,51,51,22.27,27,30,1,52.15
0,1,8,479,479,51,52,22.27,28,30,1,52.15
2,1,8,479,479,51,53,22.27,29,30,1,52.15
0,1,8,481,481,15,18,11.8,157,92,0,13.53
0,1,8,481,481,15,19,11.8,158,92,0,13.53
4,1,8,481,481,15,20,11.8,159,92,0,13.53
1,1,8,485,485,19,21,11.8,160,96,0,13.53
0,1,8,486,486,53,54,22.27,161,97,0,13.53
0,1,8,486,486,53,55,22.27,162,97,0,13.53
4b,1,8,486,486,20,22,11.8,30,32,1,52.15
1,1,8,490,490,20,23,11.8,31,32,1,52.15
0,1,8,491,491,53,56,22.27,32,33,1,52.15
1,1,8,491,491,53,57,22.27,33,33,1,52.15
4,1,8,492,492,21,24,11.8,34,34,1,52.15
1,1,8,496,496,25,25,11.8,35,38,1,52.15
