dispName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
dispName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
0,Trent Boult,TA Boult,NZ,40,9.35,74.64,1957.0000000000002,51.95,3.34,93.1,Right-hand bat,Left-arm fast-medium
1,Doug Bracewell,DAJ Bracewell,NZ,12,15.80,73.83,279.0,58.50,2.51,139.5,Right-hand bat,Right-arm fast-medium
2,Nathan Bracken,NW Bracken,AUS,35,11.70,70.56,432.0,19.00,2.90,39.2,Right-hand bat,Left-arm fast-medium
3,Grant Bradburn,GE Bradburn,NZ,3,3.00,20.00,204.0,52.00,3.05,102.0,Right-hand bat,Right-arm offbreak
4,Ian Bradshaw,IDR Bradshaw,WI,34,12.47,59.79,426.0,31.00,2.61,71.0,Left-hand bat,Left-arm fast-medium
5,Carlos Brathwaite,CR Brathwaite,WI,37,16.44,91.04,1764.0,58.21,2.77,126.0,Right-hand bat,Right-arm fast-medium
6,Kraigg Brathwaite,KC Brathwaite,WI,10,27.80,57.55,54.0,-,2.00,-,Right-hand bat,Right-arm offbreak
7,Dwayne Bravo,DJ Bravo,WI,141,25.36,82.30,96.0,-,4.18,-,Right-hand bat,Right-arm medium
8,Darren Bravo,DM Bravo,WI,108,30.54,70.23,-,-,-,-,Left-hand bat,Right-arm medium
9,Jeremy Bray,JP Bray,IRE,15,28.64,67.50,-,-,-,-,Left-hand bat,-
10,Gary Brent,GB Brent,ZIM,39,13.48,60.50,6522.0,33.79,2.92,69.3,Right-hand bat,Right-arm medium
11,Tim Bresnan,TT Bresnan,ENG,64,19.79,90.25,3385.0,43.87,3.03,86.7,Right-hand bat,Right-arm medium-fast
12,Danny Briggs,DR Briggs,ENG,-,-,-,12.0,-,0.50,-,Right-hand bat,Slow left-arm orthodox
13,Andrew Britton,SA Britton,IRE,-,-,-,240.0,60.50,3.02,120.0,Right-hand bat,Right-arm fast
14,Stuart Broad,SCJ Broad,ENG,68,12.30,74.61,918.0,78.28,3.58,131.1,Left-hand bat,Right-arm fast-medium
15,Neil Broom,NT Broom,NZ,39,26.94,81.22,1460.0,33.27,3.00,66.3,Right-hand bat,Right-arm medium
16,Ali Brown,AD Brown,ENG,3,7.00,58.33,-,-,-,-,Right-hand bat,Right-arm offbreak
17,Darrel Brown,D Brown,WI,2,10.00,50.00,6.0,-,3.00,-,Right-hand bat,Right-arm medium
18,Dougie Brown,DR Brown,SCOT,16,15.71,65.08,-,-,-,-,Right-hand bat,Right-arm fast-medium
19,Courtney Browne,CO Browne,WI,13,25.33,83.82,2617.0,41.27,3.12,79.3,Right-hand bat,-
20,Patrick Browne,PA Browne,WI,5,33.50,74.86,54.0,18.00,2.00,54.0,Right-hand bat,-
21,Dean Brownlie,DG Brownlie,NZ,15,25.78,74.27,805.9999999999999,30.12,3.58,50.3,Right-hand bat,Right-arm medium
22,Dylan Budge,DE Budge,SCOT,3,20.66,88.57,-,-,-,-,Right-hand bat,Right-arm medium
23,Mudassar Bukhari,Mudassar Bukhari,NL,34,17.20,76.90,-,-,-,-,Right-hand bat,Right-arm medium-fast
24,Jasprit Bumrah,JJ Bumrah,INDIA,15,3.80,43.18,2703.0,38.11,3.55,64.3,Right-hand bat,Right-arm fast
25,Jan-Berrie Burger,AJ Burger,NAM,6,33.16,100.50,78.0,-,5.30,-,Right-hand bat,Legbreak
26,Louis Burger,LJ Burger,NAM,6,2.20,17.74,852.0,89.33,3.77,142.0,Right-hand bat,Right-arm medium
27,Sarel Burger,SF Burger,NAM,2,5.50,55.00,-,-,-,-,Right-hand bat,Right-arm medium-fast
28,Ryan Burl,RP Burl,ZIM,15,20.25,68.06,9602.0,37.87,3.90,58.1,Left-hand bat,Legbreak
29,Joe Burns,JA Burns,AUS,6,24.33,79.34,24.0,-,4.75,-,Right-hand bat,"Right-arm medium, Right-arm offbreak"
30,Deighton Butler,DK Butler,WI,4,25.00,73.52,18.0,-,6.00,-,Left-hand bat,Left-arm fast-medium
31,Ian Butler,IG Butler,NZ,13,10.50,54.54,480.99999999999994,52.60,3.28,96.2,Right-hand bat,Right-arm fast
32,Jos Buttler,JC Buttler,ENG,117,40.88,119.83,1023.0000000000001,43.93,3.86,68.2,Right-hand bat,-
33,Atse Buurman,AF Buurman,NL,11,15.55,78.21,863.0,43.16,3.60,71.9,Right-hand bat,-
34,Andy Caddick,AR Caddick,ENG,22,14.33,59.31,282.0,35.00,2.97,70.5,Right-hand bat,Right-arm fast-medium
35,Chris Cairns,CL Cairns,ICC/NZ,70,30.50,92.74,-,-,-,-,Right-hand bat,Right-arm fast-medium
36,Scott Cameron,SJ Cameron,SCOT,2,9.00,69.23,351.0,51.50,3.52,87.7,Right-hand bat,-
37,James Cameron-Dow,J Cameron-Dow,IRE,1,-,70.00,2031.0,39.80,3.52,67.7,Left-hand bat,Slow left-arm orthodox
38,Alistair Campbell,ADR Campbell,ZIM,42,29.23,65.45,2230.0,57.05,2.76,123.8,Left-hand bat,Right-arm offbreak
39,John Campbell,JD Campbell,WI,5,49.60,115.88,3554.9999999999995,40.61,3.01,80.7,Left-hand bat,Right-arm offbreak
40,Ryan Campbell,RJ Campbell,AUS,2,27.00,77.14,3890.9999999999995,37.50,3.29,68.2,Right-hand bat,Right-arm offbreak
41,Sherwin Campbell,SL Campbell,WI,7,10.57,47.43,-,-,-,-,Right-hand bat,Right-arm medium
42,Lionel Cann,LOB Cann,BMUDA,25,26.81,117.06,570.0,43.11,4.08,63.3,Right-hand bat,Right-arm medium
43,Tama Canning,TK Canning,NZ,4,17.33,71.23,-,-,-,-,Right-hand bat,Right-arm fast-medium
44,Michael Carberry,MA Carberry,ENG,6,19.00,63.33,426.0,130.00,3.66,213.0,Left-hand bat,Right-arm offbreak
45,Alex Carey,AT Carey,AUS,32,34.00,91.22,540.0,26.09,3.18,49.0,Left-hand bat,-
46,Stuart Carlisle,SV Carlisle,ZIM,55,30.78,65.37,576.0,68.40,3.56,115.2,Right-hand bat,Right-arm medium
47,Kenny Carroll,KED Carroll,IRE,6,11.66,55.55,-,-,-,-,Right-hand bat,Legbreak
48,Christopher Carter,C Carter,HKG,9,12.66,61.29,6.0,-,7.00,-,Right-hand bat,-
49,Jonathan Carter,JL Carter,WI,28,23.24,70.68,-,-,-,-,Left-hand bat,Right-arm medium
50,Neil Carter,NM Carter,SCOT,1,0.00,0.00,-,-,-,-,Left-hand bat,Left-arm medium-fast
51,Hilton Cartwright,HWR Cartwright,AUS,2,1.00,8.69,166.0,16.33,3.54,27.6,Right-hand bat,Right-arm medium
52,James Celestine,JJ Celestine,BMUDA,8,7.50,44.44,-,-,-,-,Right-hand bat,Right-arm slow-medium
53,Yuzvendra Chahal,YS Chahal,INDIA,9,8.16,58.33,642.0,51.42,3.36,91.7,Right-hand bat,Legbreak googly
54,Deepak Chahar,DL Chahar,INDIA,2,18.00,81.81,-,-,-,-,Right-hand bat,Right-arm medium
55,Regis Chakabva,RW Chakabva,ZIM,38,17.94,59.53,66.0,-,4.27,-,Right-hand bat,Right-arm offbreak
56,Stuart Chalmers,SJ Chalmers,SCOT,1,-,64.28,5077.0,42.90,3.54,72.5,Right-hand bat,Right-arm medium-fast
57,Dushmantha Chameera,PVD Chameera,SL,14,13.28,62.00,18.0,-,6.33,-,Right-hand bat,Right-arm fast
58,Upul Chandana,UDU Chandana,SL,52,18.93,73.20,5804.0,38.81,3.69,63.0,Right-hand bat,Legbreak
59,Shivnarine Chanderpaul,S Chanderpaul,WI,165,45.76,72.61,126.0,107.00,5.09,126.0,Left-hand bat,Legbreak
60,Dinesh Chandimal,LD Chandimal,SL,132,32.42,74.12,234.0,27.00,2.76,58.5,Right-hand bat,Right-arm offbreak
61,Mark Chapman,MS Chapman,HKG/NZ,6,32.20,91.47,1293.0,33.56,3.58,56.2,Left-hand bat,Slow left-arm orthodox
62,Glen Chapple,G Chapple,ENG,1,14.00,200.00,1270.0,44.00,3.74,70.5,Right-hand bat,Right-arm medium-fast
63,Brian Chari,BB Chari,ZIM,11,13.63,45.18,-,-,-,-,Right-hand bat,Right-arm offbreak
64,Johnson Charles,J Charles,WI,48,26.72,83.80,12.0,-,4.00,-,Right-hand bat,-
65,Peter Chase,PKD Chase,IRE,16,3.50,62.50,6412.000000000001,30.40,3.55,51.2,Right-hand bat,Right-arm medium-fast
66,Roston Chase,RL Chase,WI,23,26.00,76.58,180.0,99.00,3.30,180.0,Right-hand bat,Right-arm offbreak
67,Tendai Chatara,TL Chatara,ZIM,45,6.60,49.10,-,-,-,-,Right-hand bat,Right-arm fast-medium
68,Sewnarine Chattergoon,S Chattergoon,WI,17,24.66,60.16,14124.0,32.07,2.98,64.4,Left-hand bat,Legbreak
69,Piyush Chawla,PP Chawla,INDIA,12,5.42,65.51,2.0,-,12.00,-,Left-hand bat,Legbreak
70,Manoj Cheruparambil,M Cheruparambil,HKG,2,15.00,57.69,1537.0000000000002,45.25,2.82,96.0,Right-hand bat,Right-arm medium
71,Chamu Chibhabha,CJ Chibhabha,ZIM,104,23.51,63.03,6.0,-,0.00,-,Right-hand bat,Right-arm medium
72,Elton Chigumbura,E Chigumbura,Afr/ZIM,198,25.23,80.02,-,-,-,-,Right-hand bat,Right-arm fast-medium
73,Michael Chinouya,MT Chinouya,ZIM,2,6.00,75.00,-,-,-,-,Right-hand bat,Right-arm fast-medium
74,Chirag Suri,Chirag Suri,UAE,17,20.88,55.90,4767.0,33.97,3.50,58.1,Right-hand bat,"Right-arm offbreak, Legbreak googly"
75,Tendai Chisoro,TS Chisoro,ZIM,15,14.88,61.46,2000.0,43.60,3.27,80.0,Left-hand bat,"Left-arm fast-medium, Slow left-arm orthodox"
76,Daniel Christian,DT Christian,AUS,18,21.00,88.92,30.0,-,2.20,-,Right-hand bat,Right-arm fast-medium
77,Kyle Christie,K Christie,HKG,1,0.00,0.00,-,-,-,-,Right-hand bat,Right-arm medium-fast
78,Desmond Chumney,DR Chumney,CAN,21,20.89,66.72,7823.0,30.76,3.39,54.3,Right-hand bat,Right-arm offbreak
79,Stuart Clark,SR Clark,AUS,12,13.80,78.40,1112.0,57.30,3.09,111.2,Right-hand bat,Right-arm fast-medium
80,Michael Clarke,MJ Clarke,AUS,223,44.58,78.98,12.0,-,2.00,-,Right-hand bat,Slow left-arm orthodox
81,Rikki Clarke,R Clarke,ENG,13,11.07,62.06,186.0,106.00,3.41,186.0,Right-hand bat,Right-arm medium-fast
82,Austin Codrington,A Codrington,CAN,8,5.87,51.08,1800.0,80.00,3.20,150.0,Right-hand bat,Right-arm medium-fast
83,George Codrington,GR Codrington,CAN,15,19.58,63.17,-,-,-,-,Right-hand bat,Right-arm medium-fast
84,Kyle Coetzer,KJ Coetzer,SCOT,57,43.80,86.18,6851.0,43.76,2.64,99.2,Right-hand bat,Right-arm medium-fast
85,Freddie Coleman,FRJ Coleman,SCOT,14,15.07,61.33,168.0,38.50,2.75,84.0,Right-hand bat,-
86,Paul Collingwood,PD Collingwood,ENG,181,35.36,76.98,6.0,-,4.00,-,Right-hand bat,Right-arm medium
87,Pedro Collins,PT Collins,WI,10,2.85,55.55,-,-,-,-,Right-hand bat,Left-arm fast-medium
88,Corey Collymore,CD Collymore,WI,33,5.17,44.22,10872.0,42.32,2.91,86.9,Right-hand bat,Right-arm fast-medium
89,Peter Connell,PC Connell,IRE,5,20.00,54.79,11384.0,28.24,2.84,59.6,Right-hand bat,Right-arm medium-fast
90,Sir Alastair Cook,AN Cook,ENG,92,36.40,77.13,868.0,28.68,4.36,39.4,Left-hand bat,Right-arm slow
91,Ben Cooper,BN Cooper,NL,6,28.50,92.93,2212.0,31.00,3.86,48.0,Left-hand bat,Right-arm medium
92,Tom Cooper,TLW Cooper,NL,22,48.80,70.16,669.0,85.60,3.83,133.8,Right-hand bat,Right-arm offbreak
93,Dominic Cork,DG Cork,ENG,6,9.60,81.35,156.0,38.00,4.38,52.0,Right-hand bat,Right-arm fast-medium
94,Mark Cosgrove,MJ Cosgrove,AUS,3,37.33,96.55,198.0,111.00,3.36,198.0,Left-hand bat,Right-arm medium
95,Sheldon Cottrell,SS Cottrell,WI,17,12.00,75.00,-,-,-,-,Right-hand bat,Left-arm fast-medium
96,Nathan Coulter-Nile,NM Coulter-Nile,AUS,21,16.80,96.18,428.0,37.25,4.17,53.5,Right-hand bat,Right-arm fast
97,Charles Coventry,CK Coventry,ZIM,35,24.44,88.68,234.0,-,4.56,-,Right-hand bat,Legbreak
98,Royston Crandon,RT Crandon,WI,1,5.00,55.55,-,-,-,-,Right-hand bat,Right-arm offbreak
99,Graeme Cremer,AG Cremer,ZIM,71,14.58,62.20,18.0,-,0.66,-,Right-hand bat,Legbreak googly
100,Fiqre Crockwell,FS Crockwell,BMUDA,2,34.00,65.38,3001.0,35.93,3.23,66.6,Right-hand bat,-
101,Robert Croft,RDB Croft,ENG,3,11.66,62.50,-,-,-,-,Right-hand bat,Right-arm offbreak
102,Matthew Cross,MH Cross,SCOT,48,24.17,73.95,-,-,-,-,Right-hand bat,-
103,Cameron Cuffy,CE Cuffy,WI,15,3.70,46.83,-,-,-,-,Right-hand bat,Right-arm fast
104,Dan Cullen,DJ Cullen,AUS,1,-,66.66,-,-,-,-,Right-hand bat,Right-arm offbreak
105,Craig Cumming,CD Cumming,NZ,13,13.41,53.48,26865.999999999996,32.13,2.84,67.8,Right-hand bat,-
106,Miguel Cummins,ML Cummins,WI,3,5.00,37.03,594.0,21.15,2.77,45.6,Left-hand bat,Right-arm fast-medium
107,Anderson Cummins,AC Cummins,CAN,8,4.50,77.14,1148.0,29.40,3.07,57.4,Right-hand bat,Right-arm fast-medium
108,Pat Cummins,PJ Cummins,AUS,40,9.62,73.23,13375.0,31.82,3.22,59.1,Right-hand bat,Right-arm fast
109,Sam Curran,SM Curran,ENG,3,8.00,51.06,318.0,166.00,3.13,318.0,Left-hand bat,Left-arm medium-fast
110,Tom Curran,TK Curran,ENG,13,39.60,102.59,-,-,-,-,Right-hand bat,Right-arm fast-medium
111,Alex Cusack,AR Cusack,IRE,47,22.57,64.27,8809.0,37.87,2.65,85.5,Right-hand bat,Right-arm medium-fast
112,Ben Cutting,BCJ Cutting,AUS,2,26.50,79.10,5736.0,23.52,2.78,50.7,Right-hand bat,Right-arm fast-medium
113,Darius D'Silva,DDP D'Silva,UAE,5,13.25,44.53,-,-,-,-,Right-hand bat,Right-arm medium
114,Keith Dabengwa,KM Dabengwa,ZIM,34,19.03,60.39,135.0,43.50,3.86,67.5,Left-hand bat,Slow left-arm orthodox
115,Damodar Daesrath,D Daesrath,CAN,3,31.66,69.34,1737.0,28.90,3.09,56.0,Right-hand bat,Right-arm offbreak
116,Vijay Dahiya,V Dahiya,INDIA,5,18.75,93.75,6.0,-,1.00,-,Right-hand bat,-
117,Mahuru Dai,MD Dai,PNG,18,28.37,77.60,-,-,-,-,Right-hand bat,"Right-arm medium, Legbreak googly"
118,Junior Dala,CJ Dala,SA,2,8.00,133.33,630.0,96.00,4.57,126.0,Right-hand bat,Right-arm medium
119,Jamie Dalrymple,JWM Dalrymple,ENG,26,19.48,72.47,234.0,153.00,3.92,234.0,Right-hand bat,Right-arm offbreak
120,Akila Dananjaya,A Dananjaya,SL,27,12.86,68.85,4200.0,34.98,3.14,66.6,Left-hand bat,"Right-arm offbreak, Legbreak"
121,Danish Kaneria,Danish Kaneria,PAK,10,6.00,54.54,42.0,-,4.42,-,Right-hand bat,Legbreak
122,Shiv Sunder Das,SS Das,INDIA,4,13.00,50.64,1787.0,31.48,3.70,51.0,Right-hand bat,Right-arm medium
123,Deep Dasgupta,D Dasgupta,INDIA,4,17.00,62.19,11019.0,26.20,2.78,56.5,Right-hand bat,-
124,Josh Davey,JH Davey,SCOT,28,22.59,66.98,126.0,-,3.61,-,Right-hand bat,Right-arm medium-fast
125,Ramesh David,RR David,CAN,3,27.33,48.23,1962.0,42.18,2.83,89.1,Right-hand bat,Right-arm offbreak
126,Henry Davids,H Davids,SA,2,4.00,33.33,230.99999999999997,29.16,4.54,38.5,Right-hand bat,Right-arm medium-fast
127,Steven Davies,SM Davies,ENG,8,30.50,105.62,330.0,82.00,2.98,165.0,Left-hand bat,-
128,John Davison,JM Davison,CAN,32,26.63,104.17,2761.0,50.16,3.27,92.0,Right-hand bat,Right-arm offbreak
129,Dawlat Ahmadzai,Dawlat Ahmadzai,AFG,-,-,-,25359.999999999996,27.74,2.80,59.3,Right-hand bat,Right-arm fast-medium
130,Dawlat Zadran,Dawlat Zadran,AFG,56,17.68,77.25,-,-,-,-,Right-hand bat,Right-arm fast-medium
131,Jawad Dawood,JJ Dawood,CAN,1,-,131.57,162.0,20.50,1.51,81.0,Left-hand bat,Right-arm offbreak
132,Alan Dawson,AC Dawson,SA,6,31.50,98.43,24.0,-,2.00,-,Right-hand bat,Right-arm medium-fast
133,Liam Dawson,LA Dawson,ENG,2,7.00,82.35,6078.0,28.50,2.78,61.3,Right-hand bat,Slow left-arm orthodox
134,Colin de Grandhomme,C de Grandhomme,NZ,33,27.76,110.39,1743.0,66.92,2.99,134.0,Right-hand bat,Right-arm medium-fast
135,Nicholas de Groot,NA de Groot,CAN,6,7.33,34.64,1123.0,36.87,3.15,70.1,Right-hand bat,Right-arm medium
136,Tom de Grooth,TN de Grooth,NL,32,17.14,62.01,12.0,-,4.00,-,Right-hand bat,Right-arm offbreak
137,Quinton de Kock,Q de Kock,SA,121,44.65,94.84,1422.0,54.00,3.64,88.8,Left-hand bat,-
138,Con de Lange,CD de Lange,SCOT,10,20.50,61.50,13831.0,30.30,3.26,55.7,Right-hand bat,Slow left-arm orthodox
139,Marchant de Lange,M de Lange,SA,-,-,-,7212.0,26.69,2.57,62.1,Right-hand bat,Right-arm fast
140,Gareth Delany,GJ Delany,IRE,2,16.50,64.70,960.0,63.77,3.58,106.6,Right-hand bat,Legbreak googly
141,Bas de Leede,BFW de Leede,NL,3,10.66,42.66,1486.0,36.85,3.12,70.7,Right-hand bat,Right-arm medium
142,Tim de Leede,TBM de Leede,NL,20,16.31,63.26,3395.0,60.14,2.23,161.6,Right-hand bat,Right-arm medium
143,Joe Denly,JL Denly,ENG,13,34.30,70.90,-,-,-,-,Right-hand bat,Legbreak
144,Narsingh Deonarine,N Deonarine,WI,29,26.23,68.95,-,-,-,-,Left-hand bat,Right-arm offbreak
145,Jade Dernbach,JW Dernbach,ENG,8,2.71,48.71,-,-,-,-,Right-hand bat,Right-arm fast-medium
146,Jignesh Desai,JH Desai,USA,1,16.00,42.10,-,-,-,-,Left-hand bat,Right-arm offbreak
147,Parth Desai,PA Desai,CAN,8,2.66,14.54,12.0,-,2.00,-,Right-hand bat,Slow left-arm orthodox
148,Indika de Saram,SI de Saram,SL,7,18.33,68.75,-,-,-,-,Right-hand bat,Right-arm offbreak
149,Dhananjaya de Silva,DM de Silva,SL,42,25.57,77.55,-,-,-,-,Right-hand bat,Right-arm offbreak
150,Aravinda de Silva,PA de Silva,SL,36,29.68,79.10,-,-,-,-,Right-hand bat,Right-arm offbreak
151,Chaturanga de Silva,PC de Silva,SL,7,15.66,83.92,588.0,43.71,3.12,84.0,Left-hand bat,Slow left-arm orthodox
152,Wanindu Hasaranga,PWH de Silva,SL,13,19.00,112.42,-,-,-,-,Right-hand bat,Legbreak
153,Anton Devcich,AP Devcich,NZ,11,17.72,77.07,188.0,141.00,4.50,188.0,Left-hand bat,Slow left-arm orthodox
154,AB de Villiers,AB de Villiers,Afr/SA,218,53.50,101.09,84.0,-,4.42,-,Right-hand bat,Right-arm medium
155,Jan-Izak de Villiers,JI de Villiers,NAM,1,0.00,0.00,-,-,-,-,Right-hand bat,Right-arm medium
156,Sunil Dhaniram,S Dhaniram,CAN,41,24.72,81.26,-,-,-,-,Left-hand bat,Slow left-arm orthodox
157,Kumar Dharmasena,HDPK Dharmasena,SL,28,17.33,69.33,-,-,-,-,Right-hand bat,Right-arm offbreak
158,Rishi Dhawan,R Dhawan,INDIA,2,12.00,92.30,-,-,-,-,Right-hand bat,Right-arm medium-fast
159,Shikhar Dhawan,S Dhawan,INDIA,133,45.14,94.01,426.99999999999994,94.66,3.99,142.3,Left-hand bat,Right-arm offbreak
160,Haninder Dhillon,HS Dhillon,CAN,2,7.00,40.00,1635.9999999999998,31.62,3.36,56.4,Right-hand bat,Right-arm slow
161,Dhiman Ghosh,Dhiman Ghosh,BDESH,12,14.00,62.68,-,-,-,-,Right-hand bat,-
162,MS Dhoni,MS Dhoni,Asia/INDIA,297,50.57,87.56,3925.0,40.24,3.50,68.8,Right-hand bat,Right-arm medium
163,Brendon Diamanti,BJ Diamanti,NZ,1,-,118.18,24.0,-,3.00,-,Right-hand bat,Right-arm medium-fast
164,Niroshan Dickwella,N Dickwella,SL,49,32.72,93.56,-,-,-,-,Left-hand bat,-
165,Wilfred Diepeveen,WP Diepeveen,NL,1,6.00,85.71,-,-,-,-,Right-hand bat,Legbreak
166,Sameer Dighe,SS Dighe,INDIA,7,29.80,67.42,-,-,-,-,Right-hand bat,-
167,Dilhara Lokuhettige,LHD Dilhara,SL,9,9.22,77.57,12912.0,24.62,2.43,60.6,Right-hand bat,Right-arm fast-medium
168,Mervyn Dillon,M Dillon,WI,26,5.50,60.68,66.0,9.00,1.63,33.0,Right-hand bat,Right-arm fast-medium
169,Tillakaratne Dilshan,TM Dilshan,SL,292,39.77,86.65,138.0,96.00,4.17,138.0,Right-hand bat,Right-arm offbreak
170,Ashok Dinda,AB Dinda,INDIA,5,4.20,58.33,-,-,-,-,Right-hand bat,Right-arm medium-fast
171,Boeta Dippenaar,HH Dippenaar,Afr/SA,86,43.63,68.58,342.0,16.33,2.57,38.0,Right-hand bat,Right-arm offbreak
172,George Dockrell,GH Dockrell,IRE,57,16.54,69.34,-,-,-,-,Right-hand bat,Slow left-arm orthodox
173,Xavier Doherty,XJ Doherty,AUS,23,14.42,54.89,2511.0,29.43,3.23,54.5,Left-hand bat,Slow left-arm orthodox
174,Dolar Mahmud,Dolar Mahmud,BDESH,4,15.25,138.63,6.0,-,9.00,-,Right-hand bat,Right-arm fast-medium
175,Allan Donald,AA Donald,SA,9,2.00,17.85,6.0,-,12.00,-,Right-hand bat,Right-arm fast
176,Brett Dorey,BR Dorey,AUS,1,2.00,25.00,42.0,-,6.42,-,Right-hand bat,Right-arm fast-medium
177,Kiplin Doriga,K Doriga,PNG,13,22.36,63.40,4837.0,30.29,2.29,79.2,Right-hand bat,-
178,Chris Douglas,CRM Douglas,BMUDA,2,61.00,55.96,185.0,50.00,3.24,92.5,Left-hand bat,Right-arm offbreak
179,Travis Dowlin,TM Dowlin,WI,11,25.33,65.51,-,-,-,-,Right-hand bat,Right-arm offbreak
180,Shane Dowrich,SO Dowrich,WI,1,6.00,75.00,73.0,-,4.52,-,Right-hand bat,-
181,Vasbert Drakes,VC Drakes,WI,15,6.90,49.64,24.0,-,2.25,-,Right-hand bat,Right-arm fast
182,Rahul Dravid,R Dravid,Asia/ICC/INDIA,188,40.75,73.90,16001.0,28.40,3.33,51.1,Right-hand bat,Right-arm offbreak
183,Gordon Drummond,GD Drummond,SCOT,20,18.46,91.60,547.0,17.18,3.01,34.1,Right-hand bat,Right-arm medium-fast
184,Shivam Dube,S Dube,INDIA,1,9.00,150.00,-,-,-,-,Left-hand bat,Right-arm medium
185,Ben Duckett,BM Duckett,ENG,3,41.00,80.92,-,-,-,-,Left-hand bat,Right-arm offbreak
186,Terry Duffin,T Duffin,ZIM,23,23.73,54.98,2821.0,28.23,3.54,47.8,Left-hand bat,Right-arm medium
187,Jean-Paul Duminy,JP Duminy,SA,179,36.81,84.55,1530.0,35.80,2.94,72.8,Left-hand bat,Right-arm offbreak
188,Daryn Dupavillon,DM Dupavillon,SA,-,-,-,1862.0,35.82,3.23,66.5,Right-hand bat,Right-arm fast
189,Faf du Plessis,F du Plessis,SA,136,47.47,88.60,12.0,-,4.00,-,Right-hand bat,Legbreak
190,Hasan Durham,H Durham,BMUDA,7,8.75,33.33,-,-,-,-,Right-hand bat,Slow left-arm orthodox
191,Nikhil Dutta,N Dutta,CAN,-,-,-,715.0,30.81,4.13,44.6,Right-hand bat,Right-arm offbreak
192,Phil Eaglestone,PS Eaglestone,IRE,1,4.00,133.33,4605.0,31.73,2.93,64.8,Left-hand bat,Left-arm medium
193,Mark Ealham,MA Ealham,ENG,3,10.66,54.23,18.0,-,3.66,-,Right-hand bat,Right-arm medium-fast
194,Dion Ebrahim,DD Ebrahim,ZIM,76,20.61,56.81,-,-,-,-,Right-hand bat,Right-arm medium
195,Jekon Edness,J Edness,BMUDA,11,28.00,62.53,-,-,-,-,Right-hand bat,-
196,Fidel Edwards,FH Edwards,WI,22,9.12,45.62,15073.0,33.56,2.96,67.8,Right-hand bat,Right-arm fast
197,Kirk Edwards,KA Edwards,WI,16,23.64,67.00,3146.0000000000005,37.51,3.07,73.1,Right-hand bat,Right-arm offbreak
198,Scott Edwards,SA Edwards,NL,3,35.50,87.65,-,-,-,-,Right-hand bat,-
199,Ehsanul Haque,Ehsanul Haque,BDESH,6,9.50,44.18,-,-,-,-,Right-hand bat,Right-arm offbreak
dispName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
