dispName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
0,Ehsan Adil,Ehsan Adil,PAK,4,9.00,64.28,750.0,63.00,4.03,93.7,Right-hand bat,Right-arm fast-medium
1,Ehsan Khan,Ehsan Khan,HKG,12,11.33,44.73,156.0,58.00,2.23,156.0,Right-hand bat,Right-arm offbreak
2,Ehsan Nawaz,Ehsan Nawaz,HKG,10,5.00,34.48,156.0,-,3.96,-,Right-hand bat,Right-arm fast-medium
3,Dean Elgar,D Elgar,SA,7,17.33,58.75,12.0,-,4.50,-,Left-hand bat,Slow left-arm orthodox
4,Elias Sunny,Elias Sunny,BDESH,4,1.00,18.18,-,-,-,-,Left-hand bat,Slow left-arm orthodox
5,Grant Elliott,GD Elliott,NZ,69,34.06,81.78,1047.0,34.06,2.92,69.8,Right-hand bat,Right-arm medium
6,Andrew Ellis,AM Ellis,NZ,12,14.00,83.69,156.0,148.00,5.69,156.0,Right-hand bat,Right-arm fast-medium
7,Steve Elworthy,S Elworthy,SA,3,14.50,61.70,236.99999999999997,74.50,3.77,118.5,Right-hand bat,Right-arm fast-medium
8,Rayad Emrit,RR Emrit,WI,2,13.00,37.14,4090.0,31.69,3.16,60.1,Right-hand bat,Right-arm medium-fast
9,Enamul Haque,Enamul Haque,BDESH,4,14.75,54.62,-,-,-,-,Left-hand bat,Slow left-arm orthodox
10,Enamul Haque jnr,Enamul Haque jnr,BDESH,5,3.00,63.15,1039.0,30.23,3.66,49.4,Right-hand bat,Slow left-arm orthodox
11,Shaminda Eranga,RMS Eranga,SL,11,11.33,53.12,1658.0,44.20,3.99,66.3,Right-hand bat,Right-arm fast-medium
12,Gerhard Erasmus,MG Erasmus,NAM,8,28.25,76.09,479.0,24.66,2.78,53.2,Right-hand bat,Right-arm offbreak
13,Craig Ervine,CR Ervine,ZIM,90,32.54,75.48,48.0,-,6.62,-,Left-hand bat,Right-arm offbreak
14,Sean Ervine,SM Ervine,ZIM,34,25.85,85.53,-,-,-,-,Left-hand bat,"Right-arm medium, Right-arm offbreak"
15,Jacob-Jan Esmeijer,JJ Esmeijer,NL,5,2.50,23.25,1620.0,64.00,3.08,124.6,Right-hand bat,Slow left-arm orthodox
16,Alasdair Evans,AC Evans,SCOT,18,10.00,63.69,-,-,-,-,Right-hand bat,Right-arm medium-fast
17,Craig Evans,CN Evans,ZIM,4,24.25,81.51,174.0,122.00,4.20,174.0,Right-hand bat,Right-arm medium
18,Gavin Ewing,GM Ewing,ZIM,7,13.85,70.80,-,-,-,-,Right-hand bat,Right-arm offbreak
19,Fahad Alhashmi,Fahad Alhashmi,UAE,3,0.00,0.00,18401.0,32.84,3.27,60.1,Right-hand bat,Right-arm fast-medium
20,Fahad Nawaz,Fahad Nawaz,UAE,2,1.00,20.00,12.0,-,2.50,-,Right-hand bat,Slow left-arm orthodox
21,Fahad Usman,Fahad Usman,UAE,2,4.50,50.00,-,-,-,-,Left-hand bat,Legbreak
22,Faheem Ashraf,Faheem Ashraf,PAK,15,12.46,83.07,1459.0,42.82,2.99,85.8,Left-hand bat,Right-arm medium
23,Fahim Muntasir,Fahim Muntasir,BDESH,3,3.00,35.29,24.0,-,1.75,-,Right-hand bat,Right-arm offbreak
24,Faisal Athar,Faisal Athar,PAK,1,9.00,23.68,1079.0,29.52,3.11,56.7,Right-hand bat,-
25,Faisal Hossain,Faisal Hossain,BDESH,5,10.75,47.25,-,-,-,-,Left-hand bat,Slow left-arm orthodox
26,Faisal Iqbal,Faisal Iqbal,PAK,15,23.84,62.24,667.0,42.20,3.79,66.7,Right-hand bat,Right-arm offbreak
27,Fakhar Zaman,Fakhar Zaman,PAK,46,46.61,95.23,1626.0,42.26,2.33,108.4,Left-hand bat,Slow left-arm orthodox
28,Fareed Ahmad,Fareed Ahmad,AFG,2,-,16.66,-,-,-,-,Left-hand bat,Left-arm fast-medium
29,Farhad Reza,Farhad Reza,BDESH,31,16.48,64.77,175.0,-,2.88,-,Right-hand bat,Right-arm fast-medium
30,James Faulkner,JP Faulkner,AUS,52,34.40,104.24,743.0,43.23,4.53,57.1,Right-hand bat,Left-arm fast-medium
31,Fawad Ahmed,Fawad Ahmed,AUS,1,-,200.00,-,-,-,-,Right-hand bat,Legbreak
32,Fawad Alam,Fawad Alam,PAK,36,40.25,74.47,168.0,80.00,2.85,168.0,Left-hand bat,Slow left-arm orthodox
33,Fayyaz Ahmed,Fayyaz Ahmed,UAE,3,47.00,47.00,3566.9999999999995,37.37,3.01,74.3,Left-hand bat,Slow left-arm orthodox
34,Fayyaz Butt,Fayyaz Butt,OMAN,3,16.50,78.57,989.0,24.12,3.51,41.2,Right-hand bat,Right-arm medium-fast
35,Faiz Fazal,FY Fazal,INDIA,1,-,90.16,318.0,137.00,2.58,318.0,Left-hand bat,Right-arm medium
36,Fazl-e-Akbar,Fazl-e-Akbar,PAK,-,-,-,3348.0,26.09,2.94,53.1,Right-hand bat,Right-arm fast-medium
37,Fazle Mahmud,Fazle Mahmud,BDESH,2,0.00,0.00,1611.0,25.81,2.59,59.6,Left-hand bat,Slow left-arm orthodox
38,Callum Ferguson,CJ Ferguson,AUS,25,41.43,85.32,3905.0,36.58,3.76,58.2,Right-hand bat,Right-arm medium
39,Lockie Ferguson,LH Ferguson,NZ,16,7.00,47.72,21735.0,30.98,2.93,63.3,Right-hand bat,Right-arm fast
40,Nizel Fernandes,N Fernandes,UAE,1,5.00,38.46,756.0,38.66,3.68,63.0,Left-hand bat,Slow left-arm orthodox
41,Asitha Fernando,AM Fernando,SL,-,-,-,11099.0,37.42,3.05,73.5,Right-hand bat,Right-arm medium-fast
42,Nuwan Pradeep,N Pradeep,SL,23,4.14,37.66,288.0,31.60,3.29,57.6,Right-hand bat,Right-arm fast-medium
43,Oshada Fernando,BOP Fernando,SL,6,21.33,63.05,192.0,47.00,4.40,64.0,Right-hand bat,Legbreak
44,Dilhara Fernando,CRD Fernando,Asia/SL,61,9.19,60.96,6.0,-,3.00,-,Right-hand bat,Right-arm fast-medium
45,Dinusha Fernando,KADM Fernando,SL,-,-,-,999.0000000000001,37.06,3.56,62.4,Right-hand bat,Right-arm fast-medium
46,Hasantha Fernando,KHRK Fernando,SL,5,21.50,59.72,-,-,-,-,Right-hand bat,Right-arm medium-fast
47,Vishwa Fernando,MVT Fernando,SL,8,15.00,49.18,-,-,-,-,Right-hand bat,Left-arm medium-fast
48,Charitha Buddhika,TCB Fernando,SL,10,7.25,49.15,2364.0,29.64,3.83,46.3,Right-hand bat,Right-arm fast-medium
49,Avishka Fernando,WIA Fernando,SL,18,36.27,96.59,174.0,29.00,2.00,87.0,Right-hand bat,Right-arm medium-fast
50,Jonathan Figy,J Figy,UAE,2,55.00,75.34,2072.0,29.02,2.85,60.9,Left-hand bat,Right-arm medium-fast
51,Aaron Finch,AJ Finch,AUS,122,41.02,88.71,15157.999999999998,33.13,3.51,56.5,Right-hand bat,Slow left-arm orthodox
52,Shawn Findlay,SE Findlay,WI,8,20.85,75.25,871.9999999999999,28.23,2.52,67.0,Left-hand bat,Right-arm medium
53,Steven Finn,ST Finn,ENG,30,8.00,60.98,246.0,40.66,2.97,82.0,Right-hand bat,Right-arm fast-medium
54,Ryan Flannigan,R Flannigan,SCOT,1,0.00,0.00,298.0,46.00,2.77,99.3,Right-hand bat,Right-arm medium
55,Damien Fleming,DW Fleming,AUS,5,25.50,108.51,240.0,54.00,4.05,80.0,Right-hand bat,Right-arm fast-medium
56,Stephen Fleming,SP Fleming,ICC/NZ,136,33.82,72.42,186.0,33.25,4.29,46.5,Left-hand bat,-
57,Andre Fletcher,ADS Fletcher,WI,25,14.16,64.48,-,-,-,-,Right-hand bat,"Right-arm medium-fast, Legbreak"
58,Andrew Flintoff,A Flintoff,ENG/ICC,107,33.56,89.19,84.0,-,3.14,-,Right-hand bat,Right-arm fast-medium
59,Andy Flower,A Flower,ZIM,53,42.68,81.89,594.0,59.00,2.97,118.8,Left-hand bat,Right-arm offbreak
60,Grant Flower,GW Flower,ZIM,72,34.95,72.21,-,-,-,-,Right-hand bat,Slow left-arm orthodox
61,Daniel Flynn,DR Flynn,NZ,17,15.20,63.33,24568.0,31.58,3.00,62.9,Left-hand bat,Left-arm slow
62,Ben Foakes,BT Foakes,ENG,1,-,80.26,6.0,-,0.00,-,Right-hand bat,-
63,Chris Foggo,CR Foggo,BMUDA,4,26.50,60.91,300.0,53.00,3.18,100.0,Right-hand bat,-
64,Peter Forrest,PJ Forrest,AUS,14,26.28,65.59,175.0,88.00,3.01,175.0,Right-hand bat,Right-arm medium
65,Bjorn Fortuin,BC Fortuin,SA,-,-,-,732.0,33.33,2.45,81.3,Right-hand bat,Slow left-arm orthodox
66,James Foster,JS Foster,ENG,6,13.66,57.74,108.0,-,8.27,-,Right-hand bat,-
67,Thinus Fourie,MJ Fourie,IRE,5,21.00,82.35,1212.0,26.64,2.24,71.2,Right-hand bat,Right-arm medium-fast
68,James Franklin,JEC Franklin,NZ,80,23.96,76.92,7892.0,31.09,3.30,56.3,Left-hand bat,Left-arm medium
69,Alexander French,AN French,HKG,2,12.00,28.57,102.0,14.00,3.29,25.5,Right-hand bat,Right-arm offbreak
70,Travis Friend,TJ Friend,ZIM,33,17.26,78.48,13540.0,21.28,2.43,52.4,Right-hand bat,Right-arm fast-medium
71,Jan Frylinck,JN Frylinck,NAM,8,24.16,100.69,-,-,-,-,Left-hand bat,Left-arm fast-medium
72,Peter Fulton,PG Fulton,NZ,46,32.53,72.77,186.0,120.00,3.87,186.0,Right-hand bat,Right-arm medium
73,Shannon Gabriel,ST Gabriel,WI,16,3.42,38.09,168.0,101.00,3.60,168.0,Right-hand bat,Right-arm fast
74,Indika Gallage,IS Gallage,SL,1,-,100.00,90.0,-,4.53,-,Right-hand bat,Right-arm fast-medium
75,Dharshana Gamage,D Gamage,SL,2,3.00,30.00,264.0,54.00,3.68,88.0,Right-hand bat,Right-arm medium-fast
76,Lahiru Gamage,PLS Gamage,SL,5,2.00,14.81,569.0,44.00,3.71,71.1,Right-hand bat,Right-arm fast-medium
77,Gautam Gambhir,G Gambhir,INDIA,143,39.68,85.25,1015.0,43.07,3.31,78.0,Left-hand bat,Legbreak
78,Akalanka Ganegama,WCA Ganegama,SL,2,3.50,77.77,36.0,-,4.50,-,Right-hand bat,Right-arm fast-medium
79,Daren Ganga,D Ganga,WI,32,27.16,60.05,6678.0,33.19,3.28,60.7,Right-hand bat,Right-arm offbreak
80,Sourav Ganguly,SC Ganguly,Asia/INDIA,147,36.80,73.41,2940.0,65.24,3.32,117.6,Left-hand bat,Right-arm medium
81,Hamish Gardiner,HJW Gardiner,SCOT,11,23.81,66.16,587.0,62.80,3.20,117.4,Right-hand bat,-
82,Leon Garrick,LV Garrick,WI,3,33.00,48.52,1130.0,38.10,4.04,56.5,Right-hand bat,Right-arm medium
83,Trevor Garwe,TN Garwe,ZIM,-,-,-,3398.9999999999995,45.32,3.44,79.0,Left-hand bat,Right-arm fast-medium
84,Shakti Gauchan,SP Gauchan,NEPAL,1,-,20.45,1287.0,50.83,4.26,71.5,Right-hand bat,Slow left-arm orthodox
85,Rohan Gavaskar,RS Gavaskar,INDIA,10,18.87,64.52,156.0,-,2.69,-,Left-hand bat,Slow left-arm orthodox
86,Willie Gavera,WT Gavera,PNG,1,-,66.66,12.0,-,2.50,-,Right-hand bat,Right-arm fast
87,Chris Gayle,CH Gayle,ICC/WI,275,39.18,88.35,5209.0,33.15,3.85,51.5,Left-hand bat,Right-arm offbreak
88,Brett Geeves,B Geeves,AUS,2,-,90.90,2970.0,57.32,3.24,106.0,Right-hand bat,Right-arm fast-medium
89,Shane Getkate,SC Getkate,IRE,2,23.00,100.00,-,-,-,-,Right-hand bat,Right-arm medium-fast
90,Ghulam Shabber,Ghulam Shabber,UAE,23,21.73,62.50,749.0,80.20,3.21,149.8,Left-hand bat,-
91,Treadwell Gibbons,T Gibbons,BMUDA,2,16.50,33.67,-,-,-,-,Left-hand bat,-
92,Herschelle Gibbs,HH Gibbs,SA,181,37.99,85.95,616.0,29.27,3.13,56.0,Right-hand bat,Right-arm bowler
93,Adam Gilchrist,AC Gilchrist,AUS/ICC,182,37.24,101.17,164.0,-,3.18,-,Left-hand bat,Right-arm offbreak
94,Ashley Giles,AF Giles,ENG,30,18.63,70.80,2853.0,38.64,3.41,67.9,Right-hand bat,Slow left-arm orthodox
95,Jason Gillespie,JN Gillespie,AUS,25,15.33,82.88,-,-,-,-,Right-hand bat,Right-arm fast
96,Mark Gillespie,MR Gillespie,NZ,14,15.50,78.81,-,-,-,-,Right-hand bat,Right-arm fast-medium
97,Peter Gillespie,PG Gillespie,IRE,4,0.50,14.28,-,-,-,-,Right-hand bat,Right-arm medium
98,Brandon Glover,BD Glover,NL,-,-,-,12.0,-,0.00,-,Right-hand bat,Right-arm fast
99,Dhiren Gondaria,DM Gondaria,KENYA,2,3.50,15.55,60.0,-,5.30,-,Right-hand bat,Right-arm medium-fast
100,Manpreet Gony,MS Gony,INDIA,-,-,-,1518.0,53.83,2.55,126.5,Right-hand bat,Right-arm medium
101,Jeremy Gordon,JOA Gordon,CAN,4,3.50,25.00,13300.0,34.63,3.39,61.2,Right-hand bat,Right-arm fast-medium
102,Tyson Gordon,TG Gordon,CAN,5,5.40,45.76,300.0,78.00,3.12,150.0,Left-hand bat,Right-arm fast-medium
103,Karima Gore,K Gore,USA,10,16.25,59.90,-,-,-,-,Right-hand bat,Slow left-arm orthodox
104,Gordon Goudie,G Goudie,SCOT,11,10.00,80.80,1164.0,30.56,2.52,72.7,Right-hand bat,Right-arm fast-medium
105,Darren Gough,D Gough,ENG/ICC,33,15.62,60.09,1057.0,32.18,2.92,66.0,Right-hand bat,Right-arm fast-medium
106,Victor Grandia,VD Grandia,NL,1,0.00,0.00,79.0,27.00,4.10,39.5,Right-hand bat,Right-arm medium
107,Paul Grayson,AP Grayson,ENG,1,6.00,50.00,5990.0,41.52,3.24,76.7,Right-hand bat,Slow left-arm orthodox
108,Zane Green,ZE Green,NAM,8,25.75,76.86,132.0,-,4.77,-,Left-hand bat,-
109,Trevor Gripper,TR Gripper,ZIM,8,10.00,42.78,84.0,-,4.35,-,Right-hand bat,Right-arm offbreak
110,Zhivago Groenewald,Z Groenewald,NAM,2,4.00,21.05,3876.0,52.87,2.70,117.4,Left-hand bat,Slow left-arm orthodox
111,Tim Gruijters,TGJ Gruijters,NL,4,22.66,58.62,483.0,172.50,4.28,241.5,Right-hand bat,Right-arm medium
112,Runish Gudhka,RD Gudhka,KENYA,2,17.00,121.42,336.0,59.25,4.23,84.0,Right-hand bat,Right-arm offbreak
113,Gulbadin Naib,Gulbadin Naib,AFG,56,21.68,73.10,-,-,-,-,Right-hand bat,Right-arm medium-fast
114,Asela Gunaratne,DAS Gunaratne,SL,25,27.38,79.41,462.0,42.62,4.42,57.7,Right-hand bat,Right-arm medium-fast
115,Pulasthi Gunaratne,PW Gunaratne,SL,8,7.20,57.14,-,-,-,-,Right-hand bat,Right-arm fast-medium
116,Ruvindu Gunasekera,R Gunasekera,CAN,19,23.94,67.20,5306.0,33.12,3.37,58.9,Left-hand bat,Legbreak googly
117,Danushka Gunathilaka,MD Gunathilaka,SL,37,34.69,85.90,12.0,-,2.50,-,Left-hand bat,Right-arm offbreak
118,Avishka Gunawardene,DA Gunawardene,SL,39,28.26,65.28,407.0,70.25,4.14,101.7,Left-hand bat,-
119,Sandeep Gupta,SK Gupta,KENYA,1,-,100.00,4730.0,34.77,3.08,67.5,Right-hand bat,-
120,Martin Guptill,MJ Guptill,NZ,180,42.50,87.45,84.0,69.00,4.92,84.0,Right-hand bat,Right-arm offbreak
121,Gurdeep Singh,Gurdeep Singh,KENYA,1,1.00,4.34,168.0,85.00,3.03,168.0,Left-hand bat,Legbreak
122,Gurkeerat Singh Mann,Gurkeerat Singh,INDIA,3,6.50,100.00,324.0,24.50,1.81,81.0,Right-hand bat,Right-arm offbreak
123,Harry Gurney,HF Gurney,ENG,6,7.50,45.45,708.0,31.33,3.18,59.0,Right-hand bat,Left-arm fast-medium
124,Manjula Guruge,AM Guruge,UAE,4,-,55.17,132.0,-,3.04,-,Right-hand bat,Left-arm fast-medium
125,Habibul Bashar,Habibul Bashar,BDESH,91,22.45,60.78,2902.0,33.02,3.00,65.9,Right-hand bat,Right-arm offbreak
126,Brad Haddin,BJ Haddin,AUS,115,31.53,84.24,84.0,32.00,2.28,84.0,Right-hand bat,-
127,Ryan Haire,RS Haire,IRE,2,28.00,77.77,90.0,67.00,4.46,90.0,Left-hand bat,Legbreak
128,Ollie Hairs,OJ Hairs,SCOT,5,13.60,68.00,-,-,-,-,Left-hand bat,Right-arm offbreak
129,Alex Hales,AD Hales,ENG,67,37.79,95.72,5103.0,35.72,3.19,67.1,Right-hand bat,Right-arm medium
130,Andrew Hall,AJ Hall,SA,39,19.03,78.71,132.0,-,3.13,-,Right-hand bat,Right-arm fast-medium
131,James Hall,JD Hall,IRE,3,9.33,37.33,720.0,50.66,3.80,80.0,Right-hand bat,Right-arm offbreak
132,Hamid Hassan,Hamid Hassan,AFG,22,6.68,54.87,3814.0,20.76,2.44,50.8,Right-hand bat,Right-arm fast
133,Gavin Hamilton,GM Hamilton,SCOT,33,32.70,66.23,132.0,-,4.81,-,Left-hand bat,Right-arm medium-fast
134,Lance Hamilton,LJ Hamilton,NZ,2,-,50.00,7619.0,30.47,2.85,64.0,Right-hand bat,Left-arm fast-medium
135,Hammad Azam,Hammad Azam,PAK,7,16.00,61.06,1733.0,60.52,4.40,82.5,Right-hand bat,Right-arm medium
136,Hamza Tahir,Hamza Tahir,SCOT,2,0.00,0.00,5171.0,24.36,2.99,48.7,Right-hand bat,Slow left-arm orthodox
137,Hamza Tariq,Hamza Tariq,CAN,7,16.57,73.88,-,-,-,-,Right-hand bat,-
138,Peter Handscomb,PSP Handscomb,AUS,20,33.26,97.38,4067.0,34.11,2.66,76.7,Right-hand bat,-
139,Hannan Sarkar,Hannan Sarkar,BDESH,20,19.15,53.71,712.0,38.90,3.27,71.2,Right-hand bat,Right-arm medium
140,Jimmy Hansra,AS Hansra,CAN,22,23.38,58.06,290.0,-,4.13,-,Right-hand bat,"Right-arm medium, Right-arm slow"
141,Majid Haq,RM Haq,SCOT,40,16.64,60.79,-,-,-,-,Left-hand bat,Right-arm offbreak
142,Harbhajan Singh,Harbhajan Singh,Asia/INDIA,123,13.64,81.48,546.0,31.75,2.79,68.2,Right-hand bat,Right-arm offbreak
143,Haris Sohail,Haris Sohail,PAK,40,46.11,85.17,383.0,29.40,2.30,76.6,Left-hand bat,Slow left-arm orthodox
144,Steve Harmison,SJ Harmison,ENG,25,8.27,64.53,8426.0,40.78,2.81,86.8,Right-hand bat,Right-arm fast-medium
145,Chris Harris,CZ Harris,NZ,75,25.32,60.95,-,-,-,-,Left-hand bat,Right-arm medium
146,Joe Harris,JV Harris,CAN,6,15.16,44.60,-,-,-,-,Right-hand bat,Right-arm offbreak
147,Paul Harris,PL Harris,SA,-,-,-,-,-,-,-,Right-hand bat,Slow left-arm orthodox
148,Ryan Harris,RJ Harris,AUS,13,8.00,100.00,7499.0,52.74,3.58,88.2,Right-hand bat,Right-arm fast
149,Matthew Hart,MN Hart,NZ,1,12.00,60.00,630.0,57.60,2.74,126.0,Left-hand bat,Slow left-arm orthodox
150,Robbie Hart,RG Hart,NZ,1,0.00,0.00,-,-,-,-,Right-hand bat,-
151,Ian Harvey,IJ Harvey,AUS,35,18.32,92.76,1651.0000000000002,79.00,4.01,117.9,Right-hand bat,Right-arm medium
152,Harvinder Singh,Harvinder Singh,INDIA,1,1.00,20.00,740.0,56.00,4.08,82.2,Right-hand bat,Right-arm fast-medium
153,Shane Harwood,SM Harwood,AUS,1,0.00,0.00,6.0,-,3.00,-,Right-hand bat,Right-arm fast-medium
154,Hasan Ali,Hasan Ali,PAK,29,14.00,113.36,150.0,54.00,4.32,75.0,Right-hand bat,Right-arm medium-fast
155,Haseeb Amjad,Haseeb Amjad,HKG,6,22.40,131.76,1065.0,51.38,3.76,81.9,Right-hand bat,Right-arm medium-fast
156,Hashmatullah Shahidi,Hashmatullah Shahidi,AFG,39,32.18,63.70,8897.0,27.36,3.32,49.4,Left-hand bat,Right-arm offbreak
157,Hasibul Hossain,Hasibul Hossain,BDESH,5,5.50,36.66,-,-,-,-,Right-hand bat,Right-arm fast-medium
158,John Hastings,JW Hastings,AUS,21,27.10,99.26,601.0,94.00,3.75,150.2,Right-hand bat,Right-arm fast-medium
159,Hasti Gul,Hasti Gul,AFG,1,-,209.09,-,-,-,-,Right-hand bat,Right-arm medium
160,Nathan Hauritz,NM Hauritz,AUS,32,22.40,96.27,-,-,-,-,Right-hand bat,Right-arm offbreak
161,Matthew Hayden,ML Hayden,AUS/ICC,137,45.61,80.75,-,-,-,-,Left-hand bat,Right-arm medium
162,Nantie Hayward,M Hayward,SA,-,-,-,192.0,132.00,4.12,192.0,Right-hand bat,Right-arm fast
163,Josh Hazlewood,JR Hazlewood,AUS,15,13.00,61.90,16498.0,27.66,3.10,53.3,Left-hand bat,Right-arm fast-medium
164,Hazratullah Zazai,Hazratullah Zazai,AFG,16,22.56,88.26,623.0,38.25,4.42,51.9,Left-hand bat,Slow left-arm orthodox
165,Travis Head,TM Head,AUS,39,34.40,90.02,66.0,-,4.54,-,Left-hand bat,Right-arm offbreak
166,Stewart Heaney,SP Heaney,CAN,4,10.25,44.56,90.0,-,3.26,-,Right-hand bat,Right-arm offbreak
167,Sam Heazlett,SD Heazlett,AUS,1,4.00,36.36,2489.0,48.00,3.35,85.8,Left-hand bat,Slow left-arm orthodox
168,Tom Heggelman,TJ Heggelman,NL,5,5.40,31.76,103.00000000000001,-,3.84,-,Right-hand bat,Right-arm medium
169,Riley Hekure,R Hekure,PNG,1,2.00,25.00,-,-,-,-,Right-hand bat,Right-arm medium
170,David Hemp,DL Hemp,BMUDA,22,33.73,70.28,120.0,-,5.70,-,Left-hand bat,Right-arm medium
171,Chandrapaul Hemraj,C Hemraj,WI,6,13.66,83.67,90.0,75.00,5.00,90.0,Left-hand bat,Slow left-arm orthodox
172,Claude Henderson,CW Henderson,SA,-,-,-,12.0,-,7.00,-,Right-hand bat,Slow left-arm orthodox
173,Beuran Hendricks,BE Hendricks,SA,2,5.00,35.71,42.0,12.00,1.71,42.0,Left-hand bat,Left-arm fast-medium
174,Reeza Hendricks,RR Hendricks,SA,21,26.68,76.24,183.0,49.50,3.24,91.5,Right-hand bat,Right-arm offbreak
175,Moises Henriques,MC Henriques,AUS,10,9.00,68.06,599.0,35.40,3.54,59.9,Right-hand bat,Right-arm fast-medium
176,Matt Henry,MJ Henry,NZ,21,15.07,100.00,108.0,20.00,2.22,54.0,Right-hand bat,Right-arm fast-medium
177,Rangana Herath,HMRKB Herath,SL,30,9.33,64.51,204.0,-,4.00,-,Left-hand bat,Slow left-arm orthodox
178,Shimron Hetmyer,SO Hetmyer,WI,42,36.66,106.87,25417.000000000004,21.23,2.49,51.0,Left-hand bat,-
179,Graeme Hick,GA Hick,ENG,3,19.66,38.31,558.0,78.00,3.35,139.5,Right-hand bat,Right-arm offbreak
180,Ryan Higgins,RS Higgins,ZIM,8,2.50,23.80,-,-,-,-,Right-hand bat,Legbreak
181,Ben Hilfenhaus,BW Hilfenhaus,AUS,11,9.66,42.02,570.0,16.38,2.24,43.8,Right-hand bat,Right-arm fast-medium
182,Ryan Hinds,RO Hinds,WI,9,16.83,59.41,-,-,-,-,Left-hand bat,Slow left-arm orthodox
183,Wavell Hinds,WW Hinds,WI,86,28.44,69.59,790.0,62.14,3.30,112.8,Left-hand bat,Right-arm medium
184,Hiri Hiri,H Hiri,PNG,7,21.75,63.50,-,-,-,-,Right-hand bat,Right-arm offbreak
185,Paul Hitchcock,PA Hitchcock,NZ,7,10.25,67.21,1365.0,63.30,3.61,105.0,Right-hand bat,Right-arm medium
186,Brad Hodge,BJ Hodge,AUS,21,30.26,87.51,492.0,94.00,3.43,164.0,Right-hand bat,Right-arm offbreak
187,Kyle Hodsoll,KC Hodsoll,BMUDA,2,2.00,28.57,1845.0,35.17,3.20,65.8,Right-hand bat,Right-arm medium-fast
188,Paul Hoffmann,PJC Hoffmann,SCOT,14,7.72,123.18,224.99999999999997,90.00,4.80,112.5,Right-hand bat,Right-arm medium-fast
189,Brad Hogg,GB Hogg,AUS,58,20.88,78.82,-,-,-,-,Left-hand bat,Slow left-arm chinaman
190,Matthew Hoggard,MJ Hoggard,ENG,6,4.25,56.66,114.0,-,3.52,-,Right-hand bat,Right-arm fast-medium
191,Jason Holder,JO Holder,WI,92,24.94,94.30,-,-,-,-,Right-hand bat,Right-arm medium-fast
192,Ian Holland,IG Holland,USA,8,30.50,76.48,78.0,-,3.69,-,Right-hand bat,Right-arm medium
193,Ben Hollioake,BC Hollioake,ENG,11,20.77,71.92,126.0,79.00,3.76,126.0,Right-hand bat,Right-arm fast-medium
194,Dennico Hollis,DAW Hollis,BMUDA,1,-,57.69,104.0,10.00,2.30,26.0,Right-hand bat,-
195,Douglas Hondo,DT Hondo,ZIM,29,7.47,51.00,574.0,303.00,3.16,574.0,Right-hand bat,Right-arm fast-medium
196,Calvert Hooper,CK Hooper,CAN,5,16.33,81.66,-,-,-,-,Right-hand bat,Right-arm fast-medium
197,Carl Hooper,CL Hooper,WI,40,34.81,80.97,1236.0,60.55,2.64,137.3,Right-hand bat,Right-arm offbreak
198,Kyle Hope,KA Hope,WI,6,23.00,71.87,1030.0,94.00,3.28,171.6,Right-hand bat,Right-arm offbreak
