Outcome,Dismissal,Innings,HostCountry,InnBalls,BatTeam,TeamWkts,TeamScore,TeamLead,Batter,BatScore,BatBalls,BatAvg,BatSR,BatArm,BowlTeam,Bowler,BowlBalls,BowlRuns,BowlWkts,BowlAvg,BowlSR,BowlType,SpellBalls,SpellRuns,SpellWkts,TossWin,TossElect,BatTeamTotalRuns,BatTeamTotalWkts,BowlTeamTotalRuns,BowlTeamTotalWkts,Commentary,InnsBalls
3,no,1,AUS,0,SRL,0,0,0,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Karunaratne, 3 runs, fuller on off, no swing, he clips this neatly wide of mid on, he places this and times it nicely to get off the mark and they run well",0
0,no,1,AUS,1,SRL,0,3,3,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, no run, nasty short ball, he fends it at, it comes off the upper arm and falls safely behind him. Brutal one first up",1
2,no,1,AUS,2,SRL,0,3,3,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, 2 runs, good length outside off, he pushes at a drive and it runs off a thick edge behind point for a couple",2
0,no,1,AUS,3,SRL,0,5,5,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, no run, fuller and wide of off, a hint of shape away, he's happy to leave",3
0,no,1,AUS,4,SRL,0,5,5,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, no run, back of a length on middle, he's back and across and defending into the on side",4
1,no,1,AUS,5,SRL,0,5,5,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, 1 run, very full speared into leg stump, he digs this out past short leg for a single",5
1,no,1,AUS,6,SRL,0,6,6,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Thirimanne, 1 run, pops up a length ball just wide of short leg! It was a good length, climbing and hitting the sticker of the bat, it just ballooned wide of Harris and away for one",6
0,no,1,AUS,7,SRL,0,7,7,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, good length, angled across the left-hander, 135kph, he leaves",7
1,no,1,AUS,8,SRL,0,7,7,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, 1 run, back of a length into leg stump, he defends with soft hands past short leg and they take a sharp one",8
0,no,1,AUS,9,SRL,0,8,8,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Thirimanne, no run, 135kph, good length inswinger, he shoulders arm, it strikes the pad, a big appeal for LBW, but it's given not out. Too high and no review from Australia",9
1,no,1,AUS,10,SRL,0,8,8,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Thirimanne, 1 run, fuller and swinging into leg stump, he glances this neatly to fine leg",10
0,no,1,AUS,11,SRL,0,9,9,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, fuller outside off, shaping back and he defends on the front foot to mid off",11
1,no,1,AUS,12,SRL,0,9,9,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, 1 run, edged and just short of third slip! Good length, shaping away a touch, he pushes hard gets a thick edge and it lands just short of Labuschagne at third and it gets through him for one",12
1nb,no,1,AUS,13,SRL,0,10,10,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Karunaratne, 1 no ball, over-steps, it's wide of off and he's happy to leave",13
0,no,1,AUS,14,SRL,0,11,11,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Karunaratne, no run, full almost yorker length on off, 135kph, he defends this towards mid on",14
0,no,1,AUS,15,SRL,0,11,11,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Karunaratne, no run, 143kph, short ball wide of off, he drops the hands lets it fly past well wide",15
0,no,1,AUS,16,SRL,0,11,11,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Karunaratne, no run, 138kph, full and sprayed down the leg side, no swing there",16
0,no,1,AUS,17,SRL,0,11,11,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Karunaratne, no run, full toss outside off, it swings away very late, he drives and misses",17
1,no,1,AUS,18,SRL,0,11,11,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Karunaratne, 1 run, full and tailing down leg, he glances this easily to fine leg for a single",18
0,no,1,AUS,19,SRL,0,12,12,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, big appeal for LBW, given not out. This is swinging back down the line, beats the inside edge and hits the back thigh. Richardson thought it was high and signalled to Paine not to review",19
0,no,1,AUS,20,SRL,0,12,12,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, good length shaping in, he defends on the front foot",20
2,no,1,AUS,21,SRL,0,12,12,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, 2 runs, good length but too straight on leg, he clips this neatly though midwicket for a couple",21
0,no,1,AUS,22,SRL,0,14,14,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, good length, fourth stump line, shaping back down the line, he leaves, it's tight but a good leave",22
0,no,1,AUS,23,SRL,0,14,14,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, good length across the left-hander, he leaves this alone",23
0,no,1,AUS,24,SRL,0,14,14,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, fuller swinging back in, he tries to whip square gets an inside edge onto pad. No appeal as everyone heard the edge.",24
1,no,1,AUS,25,SRL,0,14,14,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, 1 run, 144kph, full and straight and a hint of shape, he tries to work to leg, closes the face, gets a thick leading edge through cover for one",25
0,no,1,AUS,26,SRL,0,15,15,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Karunaratne, no run, searing short ball, seaming back in, he sways underneath late, like a limbo! But he gets his head just out of the way as it flies past his eyes!",26
1,no,1,AUS,27,SRL,0,15,15,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Karunaratne, 1 run, full on leg, he glances this fine to fine leg",27
0,no,1,AUS,28,SRL,0,16,16,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, no run, beaten by a beauty, back of a length seaming away, he was squared up completely",28
0,no,1,AUS,29,SRL,0,16,16,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, no run, 145kph, good length on off, he pushes on the front foot to mid off",29
1nb,no,1,AUS,30,SRL,0,16,16,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, 1 no ball, over-steps, 146kph good length off stump, he pushes to mid off",30
0,no,1,AUS,31,SRL,0,17,17,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, no run, LBW! 200 Test wickets for Starc! Thirimanne reviews. Fuller length, nipping back off the seam. No bat involved as he caught on the crease hit on the knee roll in front of the stumps. Hawkeye has it missing leg stump! Not out! The decision is overturned!",31
0,no,1,AUS,32,SRL,0,17,17,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, good length wide of off, he leaves this alone",32
0,no,1,AUS,33,SRL,0,17,17,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, 135kph, fuller outside off, shaping back a fraction, he tries to drive, gets a thick inside edge onto pad and it rolls away",33
0,no,1,AUS,34,SRL,0,17,17,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, 138kph, good length, angled across, he lets this pass to the keeper",34
1w,no,1,AUS,35,SRL,0,17,17,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, 1 wide, 136kph, bouncer, very short and called wide for being too high. That ball ballooned off the surface",35
0,no,1,AUS,36,SRL,0,18,18,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, 136kph, good length across the left hander, he leaves this alone",36
1,no,1,AUS,37,SRL,0,18,18,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, 1 run, 135kph, good length on middle and leg, he turns this off the front foot behind square",37
0,no,1,AUS,38,SRL,0,19,19,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Thirimanne, no run, short ball fired well down the leg side and he shows no interest in playing at it",38
1,no,1,AUS,39,SRL,0,19,19,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Karunaratne, 1 run, 144kph, good length angled into middle and leg he turns this off the front foot with the angle to fine leg",39
0,no,1,AUS,40,SRL,0,20,20,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, no run, 141kph, short ball, bouncer, he ducks under this easily",40
0,no,1,AUS,41,SRL,0,20,20,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, no run, 142kph, good length, zipping past the edge as it nipped away. He just prodded at it from the crease",41
0,no,1,AUS,42,SRL,0,20,20,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, no run, 148kph, fuller outside off, he drives firmly back to the bowler",42
0,no,1,AUS,43,SRL,0,20,20,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, no run, 145kph, back of a length well wide of off, he leaves this alone",43
0,no,1,AUS,44,SRL,0,20,20,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Starc to Thirimanne, no run, full outswinger wide of off, he throws the hands at a square drive but misses",44
0,no,1,AUS,45,SRL,0,20,20,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, 136kph, good length but pushed way wide of off and he leaves",45
1,no,1,AUS,46,SRL,0,20,20,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, 1 run, 138kph full and swinging into leg stump, he glances nicely to fine leg",46
4,no,1,AUS,47,SRL,0,21,21,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Thirimanne, FOUR runs, back of a length, glanced off the hip fine of Starc running around at fine leg. Did Starc touch the rope as he slip on his knees and stopped the ball? He did with his other hand while touching the ball. Four runs",47
1,no,1,AUS,48,SRL,0,25,25,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Thirimanne, 1 run, shorter length on off, he stands up and defends with soft hands to the gap at cover and takes a single",48
0,no,1,AUS,49,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, beaten by the angle across him. 139kph, good length, angling across, he defends on the front foot and it goes past the edge",49
0,no,1,AUS,50,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, 136kph, bouncer, he sees it early and ducks underneath it",50
0,no,1,AUS,51,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Thirimanne, no run, good length wide of off, he leaves this alone",51
0,no,1,AUS,52,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Thirimanne, no run, 133kph, good length angled into off, he defends on the front foot",52
0,no,1,AUS,53,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Thirimanne, no run, good length, fifth stump line, he presses forward and defends to point",53
0,no,1,AUS,54,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Thirimanne, no run, fuller outside off, he attempts to drive but gets a thick inside edge onto pad",54
0,no,1,AUS,55,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Thirimanne, no run, bouncer, over off stump, he ducks underneath it",55
0,no,1,AUS,56,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Thirimanne, no run, good length outside off, he defends on the front foot back to the bowler",56
0,no,1,AUS,57,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, good length on off, he defends off the thick inside half of the bat to square leg",57
0,no,1,AUS,58,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, back of a length on off, he is back and defending",58
0,no,1,AUS,59,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, bouncer, well directed but very short and he ducks under it",59
0,no,1,AUS,60,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, 134kph, good length, pitching outside leg, hit him in the top of the pad as he tries to work behind square",60
0,no,1,AUS,61,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, 133kph, good length, he pushes this away from his body to backward point",61
0,no,1,AUS,62,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Karunaratne, no run, good length, on off, he defends on the front foot with soft hands",62
0,no,1,AUS,63,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Thirimanne, no run, 138kph, full outside off, he drives hard at it wobbles away off the seam to beat the flashing edge",63
W,out,1,AUS,64,SRL,0,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Thirimanne, OUT, caught at third slip! Labuschagne pouches it. Almost identical ball to the previous one, full and angled in, it hits the seam and nibbles away, he drives hard at it, gets a thick edge that flies straight to third slip and Labuschagne clutches it to his chest",64
1,no,1,AUS,65,SRL,1,26,26,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Chandimal, 1 run, 139kph, good length angled into off, he pushes off the front foot wide of mid on",65
0,no,1,AUS,66,SRL,1,27,27,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Karunaratne, no run, another bouncer, targeting the body but he ducks under it early and it flies through harmlessly",66
0,no,1,AUS,67,SRL,1,27,27,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Karunaratne, no run, good length 142kph, angled in towards off, he defends solidly off the front foot",67
0,no,1,AUS,68,SRL,1,27,27,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Karunaratne, no run, 142kph, good length wide of off, he defends on the front foot away from his body, guiding it into the gully",68
0,no,1,AUS,69,SRL,1,27,27,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Chandimal, no run, 135kph, good length outside off, just tails away late but he leaves it alone",69
0,no,1,AUS,70,SRL,1,27,27,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Chandimal, no run, beaten sparring at a good length wide of off. He didn't need to play, just prodded at it as it nips away",70
4,no,1,AUS,71,SRL,1,27,27,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Chandimal, FOUR runs, edged with soft hands and it runs between third slip and gully! Good length, nipping away he is squared up a touch on the front foot but his hands were soft and he gets four",71
0,no,1,AUS,72,SRL,1,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Chandimal, no run, 137kph, fuller length on off, he pushes on the front foot to mid off, off balance a touch,",72
0,no,1,AUS,73,SRL,1,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Chandimal, no run, back of a length angled into off, he's back and across and defending to mid on",73
W,out,1,AUS,74,SRL,1,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Chandimal, OUT, caught at second slip! First Test wicket for Richardson. And a beauty! Angled in to off, nipping away from a good length, he has to play, tries to defend with firm hands, gets a healthy edge that goes low to second slip, Burns moves well to his left and takes an excellent catch.",74
0,no,1,AUS,75,SRL,2,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Karunaratne, no run, 139kph full toss, he drives firmly back to the bowler",75
0,no,1,AUS,76,SRL,2,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Karunaratne, no run, 141kph, back of a length outside off stump, he's back and defending to his feet",76
0,no,1,AUS,77,SRL,2,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Karunaratne, no run, 139kph, good length wide of off, he leaves this alone",77
0,no,1,AUS,78,SRL,2,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Karunaratne, no run, 143kph, good length wide of off, he leaves this alone",78
0,no,1,AUS,79,SRL,2,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Karunaratne, no run, 139kph, shorter outside off, he defends away from his body on the back foot",79
0,no,1,AUS,80,SRL,2,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Karunaratne, no run, good length, fourth stump line, he defends from the crease back to the bowler",80
0,no,1,AUS,81,SRL,2,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Mendis, no run, length ball, wide outside off, and left alone",81
0,no,1,AUS,82,SRL,2,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Mendis, no run, four slips and a gully before this ball, and he bowls full just outside off. Mendis is looking to defend inside the delivery's line, and the ball whizzes past his outside edge",82
0,no,1,AUS,83,SRL,2,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Mendis, no run, full and wide outside off, but angling in. Forces Mendis to come forward to defend. Played towards cover",83
0,no,1,AUS,84,SRL,2,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Mendis, no run, bowling from wide of the crease. Full outside off, and he presses forward before shouldering his arms",84
0,no,1,AUS,85,SRL,2,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Mendis, no run, wide, outside off, and angling away from Mendis. Could've chosen to cut, but opts to leave it alone again",85
0,no,1,AUS,86,SRL,2,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Richardson to Mendis, no run, full on off stump, and he puts his front foot outside the wickets, before driving through the ball's line. Hit straight back to mid-on though",86
2,no,1,AUS,87,SRL,2,31,31,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Karunaratne, 2 runs, bowling from round the wicket to the left-hander. Full outside off, and he strides forward for the cover drive. Protection in the deep though",87
2,no,1,AUS,88,SRL,2,33,33,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Karunaratne, 2 runs, full outside off again, and easily shoveled through the covers. Chase for the fielder at a square-ish cover",88
1,no,1,AUS,89,SRL,2,35,35,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Karunaratne, 1 run, length ball angling in, and defended off the back foot to the off side. They scamper across for one",89
0,no,1,AUS,90,SRL,2,36,36,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Mendis, no run, length ball, just outside off, and it teases Mendis! Ball holds its line as Mendis looks to defend, and it once again beats his outside edge",90
0,no,1,AUS,91,SRL,2,36,36,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Mendis, no run, back of a length just outside off, and Mendis looks to defend off the back foot, before pulling his bat back",91
0,no,1,AUS,92,SRL,2,36,36,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Mendis, no run, full and wide outside off, and easy decision for Mendis. Leaves the ball alone after facing a couple of challenging deliveries",92
0,no,1,AUS,93,SRL,2,36,36,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Lyon to Karunaratne, no run, full on off, and spinning away from the batsman. Spins past his outside edge much to Tim Paine's delight",93
0,no,1,AUS,94,SRL,2,36,36,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Lyon to Karunaratne, no run, full on middle, and the offbreak is blocked away to point",94
0,no,1,AUS,95,SRL,2,36,36,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Lyon to Karunaratne, no run, full on off, and he presses forward tentatively with the angled bat. Played behind square on the off side",95
0,no,1,AUS,96,SRL,2,36,36,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Lyon to Karunaratne, no run, length ball, wide outside off, and he backs away to cut. But Karunaratne misses the shot and Tim Paine pouches the ball",96
0,no,1,AUS,97,SRL,2,36,36,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Lyon to Karunaratne, no run, full just outside off, and he comes forward to defend again. Played past the fielder at short mid off",97
2,no,1,AUS,98,SRL,2,36,36,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Lyon to Karunaratne, 2 runs, finally some release. Full outside off, and driven with the turn to wide mid-off. Just a single, but wait, it's overthrows at the keeper's end! They come back for the second",98
0,no,1,AUS,99,SRL,2,38,38,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Mendis, no run, length ball, just outside off, and Mendis is squared up! Tries to defend off the back foot after covering his off stump, but the ball goes past his outside edge",99
0,no,1,AUS,100,SRL,2,38,38,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Mendis, no run, length ball, wide outside off, and he bunts a square cut to point. Finds the fielder however",100
0,no,1,AUS,101,SRL,2,38,38,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Mendis, no run, full outside off, and that's a beautiful cover drive that finds the fielder. Cummins wouldn't mind that... 'get the batsman driving'",101
0,no,1,AUS,102,SRL,2,38,38,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Mendis, no run, back of a length just outside off, and that sends Mendis ducking",102
0,no,1,AUS,103,SRL,2,38,38,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Mendis, no run, teasing full ball outside off, and Mendis tentatively steps forward to drive. But, once again, whizzing past his outside edge",103
3,no,1,AUS,104,SRL,2,38,38,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Mendis, 3 runs, finally off the mark! Back of a length outside off, but he rides the bounce to punch through the off side. Chase for third man around the boundary, and they collect three easily",104
0,no,1,AUS,105,SRL,2,41,41,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Lyon to Mendis, no run, full just outside off, and turning into Mendis. Worked away to the leg side",105
1,no,1,AUS,106,SRL,2,41,41,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Lyon to Mendis, 1 run, full outside off, and he walks down the ground, before bunting a drive to long on",106
0,no,1,AUS,107,SRL,2,42,42,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Lyon to Karunaratne, no run, full on off from round the wicket. Ball drifting in and defended",107
0,no,1,AUS,108,SRL,2,42,42,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Lyon to Karunaratne, no run, length ball spinning away, and he backs away to cut. Mistimed to point, but they choose not to run",108
0,no,1,AUS,109,SRL,2,42,42,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Lyon to Karunaratne, no run, full on off, and he pushes this with the bat's open face to silly mid off",109
0,no,1,AUS,110,SRL,2,42,42,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Lyon to Karunaratne, no run, full on middle, and nudged off his toes to midwicket. They want the single, but too dangerous a choice.",110
0,no,1,AUS,111,SRL,2,42,42,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Mendis, no run, full just outside off, and a much more confident shot from Mendis. Nice big stride and defended",111
0,no,1,AUS,112,SRL,2,42,42,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Mendis, no run, length ball into his body, and he rocks back using the crease's depth to block the ball away",112
0,no,1,AUS,113,SRL,2,42,42,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Mendis, no run, tests him with the short ball, but not well directed. Length's outside the stumps, and Mendis easily ducks",113
0,no,1,AUS,114,SRL,2,42,42,,,,,,,AUS,,,,,,,,,,,SRL,bat,283,20,323,10,"Cummins to Mendis, no run, back of a length, outside off stump, and left alone. Nice carry through to Paine",114
